chr	start	end
chr4	151104150	151104249
chr4	149474850	149474999
chr4	141029500	141029649
chr4	137019450	137019599
chr4	129698750	129698949
chr4	123463150	123463399
chr4	123444350	123444499
chr4	119971100	119971249
chr4	118062550	118062749
chr4	107833400	107833599
chr4	87919450	87919549
chr4	53440300	53440449
chr4	46684700	46684849
chr4	41192400	41192649
chr4	40278550	40278749
chr4	32004700	32004799
chr3	129694100	129694249
chr3	108991950	108992049
chr3	107633500	107633649
chr3	107603950	107604099
chr3	105684100	105684299
chr3	97716450	97716599
chr3	95313350	95313499
chr3	89960350	89960499
chr3	88613850	88614049
chr3	88215300	88215499
chr3	87538500	87538699
chr3	84910500	84910599
chr3	68545850	68546049
chr3	36210800	36210999
chr3	32720050	32720199
chr3	30602350	30602449
chr3	27220650	27220849
chr3	8936350	8936499
chr2	166911350	166911599
chr2	163700500	163700599
chr2	158832900	158832999
chr2	158730200	158730399
chr2	158141000	158141249
chr2	157342150	157342349
chr2	155030650	155030799
chr2	152340950	152341099
chr2	151731000	151731099
chr2	126852000	126852149
chr2	126849000	126849149
chr2	119153300	119153449
chr2	118283000	118283149
chr2	91659900	91660099
chr2	91189100	91189249
chr2	90894000	90894149
chr2	76789450	76789599
chr2	73454800	73454999
chr2	29902550	29902699
chr2	28661100	28661199
chr2	28208200	28208499
chr2	27514250	27514449
chr2	25023050	25023149
chr2	11764650	11764799
chr19	57185000	57185099
chr19	56820600	56820749
chr19	46891700	46891849
chr19	46377700	46377799
chr19	46259050	46259199
chr19	46152800	46152949
chr19	44964000	44964149
chr19	43836550	43836749
chr19	40319650	40319799
chr19	29507700	29507849
chr19	23219650	23219899
chr19	10435300	10435499
chr19	10395900	10396099
chr19	8958500	8958699
chr19	7180100	7180299
chr19	5850350	5850549
chr19	4832450	4832549
chr18	74960450	74960649
chr18	73572000	73572149
chr18	61908050	61908199
chr18	57943950	57944149
chr18	46588350	46588499
chr18	44401500	44401749
chr18	37944900	37945199
chr18	35237350	35237499
chr17	78925450	78925599
chr17	35833900	35834149
chr17	35136100	35136249
chr17	34606000	34606149
chr17	31074050	31074199
chr17	30140700	30140849
chr17	27819550	27819849
chr17	24574500	24574649
chr17	24572950	24573149
chr17	7294100	7294249
chr17	6438050	6438249
chr17	5439750	5439949
chr16	97907450	97907599
chr16	94453250	94453549
chr16	56227700	56227799
chr16	43900100	43900299
chr16	34321500	34321599
chr16	23152100	23152299
chr16	18398500	18398699
chr16	17672350	17672499
chr16	14466600	14466749
chr16	13819850	13819999
chr16	4085300	4085449
chr15	85705850	85706049
chr15	85580350	85580599
chr15	84668100	84668349
chr15	83424450	83424549
chr15	83318000	83318149
chr15	79357950	79358099
chr15	76886100	76886199
chr15	76717800	76717949
chr15	64260750	64260899
chr15	59474000	59474249
chr15	36168250	36168399
chr15	27824950	27825099
chr15	12326300	12326399
chr15	9113000	9113149
chr14	78288800	78288949
chr14	73523750	73523899
chr14	69707100	69707399
chr14	65067900	65068149
chr14	60772350	60772599
chr14	52083050	52083299
chr14	47503900	47503999
chr14	39332800	39332949
chr14	30951500	30951649
chr14	26592900	26593049
chr14	16437000	16437149
chr13	119749050	119749199
chr13	112869050	112869199
chr13	92311150	92311349
chr13	44943450	44943649
chr13	23369350	23369499
chr13	3574400	3574549
chr12	111649100	111649199
chr12	84571450	84571699
chr12	80462800	80462999
chr12	78230600	78230799
chr12	76429250	76429449
chr12	73693050	73693249
chr12	70891500	70891649
chr12	69278200	69278699
chr12	28635600	28635749
chr12	4867900	4867999
chr12	3287700	3287799
chr11	120705050	120705149
chr11	120233450	120233749
chr11	119837900	119838249
chr11	118119250	118119549
chr11	117991850	117992049
chr11	117681600	117681749
chr11	117076150	117076349
chr11	116165500	116165599
chr11	115798250	115798399
chr11	104515700	104515849
chr11	103170800	103170949
chr11	101160900	101161099
chr11	101063300	101063549
chr11	83310400	83310549
chr11	80439750	80439899
chr11	72052250	72052499
chr11	69016300	69016449
chr11	68971300	68971449
chr11	67980750	67980899
chr11	67085200	67085399
chr11	62903450	62903649
chr11	59308900	59309099
chr11	59265650	59265799
chr11	59020150	59020249
chr11	58323050	58323149
chr11	52360700	52360899
chr11	30197550	30197749
chr11	30024900	30025199
chr11	11820450	11820649
chr11	8487100	8487299
chr11	6621800	6622099
chr11	6063850	6063999
chr10	128309300	128309449
chr10	127030450	127030699
chr10	99108250	99108399
chr10	96617400	96617649
chr10	79830350	79830449
chr10	75928350	75928549
chr10	69839100	69839249
chr10	62940950	62941149
chr10	42273700	42273899
chr10	39510300	39510399
chr10	18419550	18419749
chr10	5044300	5044449
chr10	3542750	3542899
chr1	184817400	184817549
chr1	182511550	182511699
chr1	181137000	181137149
chr1	179760200	179760349
chr1	151353450	151353549
chr1	136671550	136671699
chr1	135819600	135819749
chr1	134852000	134852149
chr1	131354400	131354599
chr1	97713100	97713299
chr1	93784600	93784799
chr1	92162150	92162249
chr1	87045600	87045749
chr1	82724900	82725099
chr1	80280450	80280649
chr1	73977950	73978149
chr1	43446000	43446149
chr1	38250700	38250849
chr1	36868400	36868549
chr1	36144200	36144349
chr1	34155350	34155549
chr3	127217250	127217399
chr17	6026000	6026099
chr14	54592100	54592199
chrX	111596300	111596399
chrX	102481450	102481599
chrX	102088100	102088249
chrX	52373200	52373299
chrX	42079350	42079449
chr9	115262000	115262199
chr9	98996150	98996299
chr9	75235250	75235399
chr9	75011050	75011199
chr9	65140050	65140199
chr9	62981050	62981149
chr9	57077100	57077299
chr9	53644450	53644549
chr9	45940750	45940899
chr9	45388300	45388499
chr9	42998100	42998249
chr9	31280850	31281049
chr9	30442550	30442649
chr9	27051450	27051549
chr9	21504800	21504899
chr9	21118350	21118499
chr9	14823000	14823149
chr8	123461750	123461899
chr8	123445450	123445599
chr8	123371700	123371799
chr8	123181300	123181399
chr8	122870900	122871049
chr8	121079850	121080049
chr8	120039950	120040249
chr8	111026750	111026849
chr8	110626250	110626349
chr8	107052500	107052649
chr8	106193250	106193399
chr8	105837150	105837349
chr8	105823400	105823549
chr8	105264700	105264949
chr8	105129800	105129899
chr8	104105250	104105399
chr8	94504350	94504499
chr8	88199250	88199399
chr8	87708750	87708899
chr8	85511700	85511799
chr8	84991250	84991349
chr8	83332250	83332449
chr8	80790850	80791049
chr8	72460300	72460449
chr8	71320250	71320399
chr8	35495200	35495349
chr8	13455150	13455349
chr8	13452350	13452499
chr8	11244200	11244399
chr7	143483250	143483399
chr7	143401450	143401549
chr7	139228550	139228699
chr7	130966050	130966199
chr7	128006700	128006849
chr7	126074200	126074299
chr7	125475500	125475699
chr7	116130000	116130149
chr7	113269050	113269249
chr7	110821600	110821799
chr7	110558300	110558399
chr7	99660300	99660449
chr7	99326050	99326199
chr7	98894000	98894099
chr7	82771600	82771699
chr7	81806450	81806549
chr7	81589350	81589499
chr7	67285750	67285899
chr7	66061850	66061999
chr7	56146600	56146699
chr7	34280500	34280699
chr7	29937650	29937749
chr7	29348500	29348649
chr7	28373850	28374199
chr7	27474200	27474349
chr7	24980250	24980449
chr7	19645750	19645849
chr7	19296200	19296349
chr7	16833150	16833299
chr6	148997450	148997699
chr6	146768250	146768349
chr6	124813200	124813299
chr6	121261800	121261949
chr6	118562650	118562749
chr6	115871250	115871349
chr6	113259100	113259399
chr6	93744750	93744899
chr6	85026250	85026349
chr6	72649950	72650099
chr6	50345350	50345499
chr6	47830550	47830649
chr6	38710150	38710399
chr6	38638750	38638899
chr6	34872700	34872799
chr6	30241050	30241249
chr6	4698350	4698499
chr5	150596400	150596549
chr5	148372500	148372699
chr5	146301600	146301799
chr5	142965400	142965599
chr5	136759950	136760049
chr5	135717550	135717649
chr5	134503950	134504049
chr5	134388350	134388549
chr5	125448100	125448249
chr5	124508500	124508649
chr5	118332150	118332299
chr5	117999800	117999999
chr5	117330700	117330799
chr5	115186950	115187049
chr5	113882800	113882949
chr5	110373850	110373949
chr5	108086400	108086599
chr5	104110650	104110799
chr5	73070000	73070099
chr5	45504600	45504699
chr5	38531400	38531549
chr5	35774800	35774949
chr5	28359500	28359649
chr5	25405250	25405449
chr5	24350450	24350599
chr5	8893900	8893999
chr4	155861150	155861299
chr4	151609700	151609899
chr4	149919750	149919849
chr4	142200650	142200799
chr4	141464200	141464299
chr4	140754200	140754349
chr4	136602450	136602599
chr4	135389250	135389399
chr4	133177800	133178049
chr4	132902950	132903099
chr4	132339900	132339999
chr4	130806150	130806299
chr4	130174200	130174599
chr4	126842100	126842249
chr4	118137200	118137449
chr4	116701600	116701799
chr4	116077700	116077899
chr4	98113350	98113449
chr4	59809550	59809649
chr4	40971000	40971149
chr4	40951550	40951699
chr4	15265750	15265949
chr3	148987450	148987549
chr3	144198550	144198749
chr3	135691400	135691549
chr3	108137600	108137749
chr3	107666450	107666649
chr3	107186200	107186299
chr3	96765150	96765249
chr3	79170400	79170549
chr3	36573350	36573499
chr3	27497250	27497399
chr2	180913600	180913799
chr2	180140550	180140699
chr2	167015850	167015999
chr2	158279450	158279549
chr2	158134450	158134599
chr2	157378500	157378699
chr2	156224050	156224199
chr2	153678950	153679099
chr2	152783150	152783299
chr2	151550950	151551049
chr2	131065150	131065299
chr2	130501550	130501649
chr2	122085200	122085349
chr2	116059300	116059449
chr2	109895350	109895449
chr2	91911850	91911999
chr2	91608650	91608849
chr2	86525350	86525499
chr2	77939750	77939849
chr2	74764200	74764349
chr2	73594700	73594849
chr2	69924000	69924149
chr2	62310350	62310449
chr2	36093850	36093949
chr2	34825900	34826099
chr2	34525600	34525749
chr2	32386700	32386899
chr2	32053750	32053899
chr2	31984200	31984399
chr2	31806150	31806549
chr2	30102700	30102849
chr2	30097700	30097849
chr2	27681150	27681249
chr2	25373200	25373399
chr2	25195450	25195549
chr19	56812100	56812249
chr19	47093150	47093299
chr19	45903850	45904049
chr19	45031300	45031399
chr19	44936800	44936999
chr19	42163900	42164149
chr19	41778950	41779099
chr19	41258700	41258849
chr19	37299150	37299399
chr19	24302300	24302449
chr19	21843000	21843199
chr19	10208050	10208149
chr19	10206900	10207049
chr19	7364150	7364349
chr18	80198250	80198449
chr18	64478450	64478599
chr18	53703850	53703999
chr18	39094350	39094549
chr18	35652650	35652849
chr18	33797450	33797599
chr18	24284950	24285149
chr18	12961450	12961599
chr17	86780450	86780649
chr17	86570600	86570749
chr17	86534350	86534499
chr17	86494200	86494349
chr17	86175000	86175199
chr17	80259850	80259999
chr17	56182950	56183099
chr17	47336550	47336699
chr17	46138500	46138599
chr17	46117950	46118149
chr17	35533900	35533999
chr17	34950650	34950899
chr17	34714000	34714099
chr17	34199900	34200049
chr17	28857050	28857149
chr17	28271850	28271999
chr17	28266850	28266999
chr17	27717500	27717649
chr17	27600600	27600799
chr17	27098350	27098549
chr17	25187850	25187949
chr17	17297200	17297349
chr16	92445050	92445199
chr16	91401150	91401299
chr16	91381750	91381899
chr16	62800200	62800349
chr16	43500700	43500799
chr16	33549600	33549749
chr16	32018550	32018699
chr16	31722000	31722099
chr16	31310700	31310899
chr16	17350850	17350949
chr16	11433300	11433399
chr16	4632000	4632149
chr15	102076300	102076449
chr15	101207350	101207499
chr15	99529650	99529899
chr15	98520200	98520399
chr15	89166900	89167049
chr15	85974000	85974149
chr15	83300850	83300999
chr15	81789050	81789249
chr15	79507100	79507249
chr15	79235350	79235499
chr15	78761900	78762099
chr15	73330250	73330399
chr15	73289700	73289849
chr15	59029950	59030049
chr15	59013600	59013799
chr15	35299600	35299749
chr15	27799500	27799649
chr15	27590850	27590949
chr15	27557100	27557199
chr14	70157700	70157899
chr14	65096150	65096349
chr14	54875750	54875899
chr14	54714000	54714149
chr14	31082650	31082849
chr14	25459300	25459449
chr14	21986200	21986349
chr14	21008900	21009049
chr14	20745450	20745649
chr14	12214500	12214599
chr13	119468250	119468349
chr13	115025750	115025899
chr13	111469900	111470049
chr13	103089000	103089199
chr13	69532150	69532399
chr13	68592650	68592949
chr13	59592650	59592749
chr13	55210950	55211099
chr13	54704850	54704999
chr13	49343450	49343699
chr13	44414950	44415099
chr12	104713750	104714049
chr12	100502700	100502899
chr12	100158150	100158299
chr12	86111050	86111149
chr12	85847550	85847699
chr12	71120500	71120649
chr12	69937700	69937999
chr12	69196800	69196949
chr11	121041400	121041549
chr11	120728150	120728299
chr11	120347800	120347949
chr11	119406300	119406499
chr11	119293000	119293099
chr11	118181000	118181149
chr11	117265750	117265849
chr11	117078900	117079099
chr11	116188450	116188649
chr11	115848750	115848849
chr11	115814950	115815149
chr11	109602550	109602849
chr11	104444800	104444899
chr11	103928800	103928899
chr11	103913500	103913649
chr11	103379750	103379849
chr11	101203300	101203449
chr11	97611250	97611399
chr11	97573250	97573449
chr11	96390600	96390799
chr11	95292000	95292249
chr11	82755650	82755899
chr11	75533750	75533849
chr11	75512150	75512249
chr11	72720250	72720399
chr11	70256250	70256399
chr11	69568500	69568649
chr11	68900850	68900999
chr11	68692650	68692799
chr11	60488400	60488499
chr11	55475750	55475999
chr11	52387200	52387299
chr11	52166250	52166399
chr11	51825650	51825799
chr11	50235200	50235399
chr11	45446150	45446249
chr11	23307300	23307499
chr11	3628900	3629049
chr10	126990250	126990349
chr10	123133050	123133199
chr10	121312250	121312399
chr10	94480950	94481049
chr10	81055900	81056099
chr10	80126150	80126349
chr10	79694450	79694599
chr10	77069400	77069499
chr10	76426550	76426699
chr10	63298150	63298399
chr10	62579100	62579249
chr10	62435450	62435699
chr10	60922750	60922849
chr10	60068100	60068299
chr10	59340550	59340649
chr10	40350550	40350699
chr1	183368900	183369049
chr1	180993150	180993299
chr1	176782500	176782699
chr1	171337500	171337599
chr1	160774950	160775099
chr1	156598000	156598149
chr1	156040550	156040699
chr1	156012300	156012449
chr1	135751400	135751549
chr1	134218150	134218349
chr1	131060200	131060299
chr1	131054950	131055049
chr1	119895700	119895849
chr1	93494500	93494649
chr1	92889000	92889099
chr1	86587200	86587349
chr1	74803250	74803449
chr1	74505550	74505699
chr1	74363100	74363249
chr1	73921200	73921299
chr1	66854950	66855099
chr1	66703800	66703949
chr1	55012050	55012199
chr1	37331750	37331849
chr1	33936750	33936899
chr1	24027400	24027549
chr1	4774000	4774099
chr3	142554850	142554949
chr1	24612800	24613049
chrX	157663250	157663399
chrX	157205600	157205799
chrX	106122750	106122899
chrX	93804550	93804699
chrX	84443800	84443899
chr9	114565100	114565199
chr9	111203700	111203799
chr9	106429950	106430099
chr9	104063850	104063999
chr9	71485500	71485749
chr9	67872550	67872699
chr9	66483350	66483499
chr9	64913350	64913499
chr9	63344350	63344499
chr9	60250850	60250949
chr9	59693650	59693999
chr9	53385650	53385849
chr9	35017800	35017949
chr9	21987700	21987799
chr9	21569000	21569099
chr9	21265400	21265549
chr9	21210700	21210849
chr8	125457850	125458049
chr8	124943650	124943849
chr8	124902150	124902399
chr8	124010100	124010249
chr8	123104200	123104399
chr8	120530500	120530649
chr8	120327400	120327549
chr8	119827850	119827999
chr8	117454600	117454749
chr8	107321750	107321899
chr8	95848250	95848449
chr8	94488750	94488849
chr8	84819500	84819649
chr8	71486700	71486849
chr8	70492950	70493049
chr8	40586800	40586949
chr8	12903950	12904049
chr7	143056900	143057099
chr7	134681700	134681899
chr7	132996050	132996249
chr7	132902650	132902849
chr7	130481550	130481649
chr7	127791800	127791899
chr7	122141700	122141899
chr7	116211700	116211899
chr7	112157550	112157699
chr7	99388800	99388999
chr7	89371050	89371199
chr7	86798450	86798549
chr7	81542450	81542549
chr7	81302200	81302349
chr7	80536700	80536849
chr7	79758900	79758999
chr7	79731000	79731249
chr7	67300250	67300449
chr7	56152400	56152499
chr7	55804200	55804349
chr7	49245400	49245499
chr7	46846500	46846649
chr7	46810900	46811099
chr7	46397150	46397299
chr7	45056200	45056399
chr7	31056500	31056599
chr7	28311800	28311899
chr7	27640550	27640749
chr7	24585550	24585699
chr7	19954900	19955049
chr7	19822450	19822649
chr7	18898550	18898699
chr7	16745650	16745799
chr7	16436750	16436949
chr7	16107400	16107699
chr7	13052250	13052449
chr7	13029000	13029149
chr7	3226150	3226299
chr6	148799750	148799899
chr6	147063600	147063749
chr6	142756300	142756449
chr6	136825450	136825649
chr6	135158800	135158899
chr6	134613400	134613499
chr6	125215100	125215249
chr6	124708050	124708149
chr6	124663600	124663749
chr6	120940700	120940799
chr6	115568250	115568399
chr6	114750000	114750149
chr6	113475150	113475299
chr6	92943750	92943999
chr6	90620900	90621049
chr6	90582900	90583049
chr6	88965300	88965399
chr6	87915700	87915849
chr6	87477200	87477299
chr6	81963150	81963249
chr6	73073300	73073399
chr6	47548100	47548199
chr6	39509950	39510049
chr6	31546850	31546999
chr6	29171200	29171349
chr5	148982050	148982199
chr5	147523550	147523649
chr5	145152500	145152649
chr5	145133100	145133199
chr5	140726100	140726199
chr5	139379850	139379999
chr5	139323450	139323549
chr5	135127600	135127749
chr5	134248050	134248249
chr5	123741750	123742049
chr5	122881500	122881699
chr5	122726550	122726649
chr5	115547800	115547999
chr5	113984050	113984249
chr5	112306550	112306849
chr5	110380950	110381049
chr5	93143550	93143649
chr5	93143050	93143199
chr5	92328100	92328199
chr5	67780450	67780549
chr5	66991550	66991749
chr5	43673600	43673899
chr5	36531100	36531299
chr5	34802050	34802199
chr5	34240050	34240199
chr5	31041900	31041999
chr5	24404550	24404749
chr5	24389000	24389249
chr5	21763050	21763199
chr5	3821750	3821899
chr5	3693200	3693299
chr4	154488250	154488399
chr4	152329200	152329349
chr4	148005700	148005799
chr4	141545150	141545299
chr4	138136300	138136449
chr4	138129250	138129349
chr4	138105950	138106149
chr4	136758750	136758849
chr4	136053000	136053199
chr4	135267900	135267999
chr4	134742400	134742499
chr4	134665200	134665349
chr4	134191900	134191999
chr4	133586300	133586499
chr4	128709100	128709199
chr4	126104000	126104149
chr4	125049400	125049599
chr4	119234700	119234849
chr4	118395200	118395449
chr4	116312800	116312999
chr4	114846500	114846799
chr4	107954600	107954699
chr4	107410250	107410449
chr4	86820350	86820499
chr4	82316400	82316549
chr4	63371200	63371499
chr4	57718600	57718699
chr4	44172700	44172849
chr4	43440750	43440949
chr4	43283850	43284049
chr4	9605850	9605999
chr4	3580950	3581049
chr3	142830500	142830599
chr3	133471350	133471449
chr3	129970200	129970349
chr3	122078300	122078449
chr3	122004900	122005049
chr3	109490550	109490749
chr3	101306800	101306949
chr3	95289450	95289649
chr3	95277200	95277299
chr3	90267350	90267499
chr3	89385850	89386049
chr3	89091700	89091899
chr3	88353200	88353499
chr3	79815750	79815849
chr3	65953850	65953949
chr3	51244250	51244349
chr3	34078600	34078749
chr3	32733450	32733649
chr3	32573200	32573349
chr2	181546300	181546499
chr2	180589050	180589199
chr2	167457100	167457199
chr2	165003500	165003699
chr2	164483150	164483249
chr2	163340900	163341049
chr2	161063300	161063449
chr2	158827850	158827949
chr2	158258050	158258349
chr2	156564500	156564699
chr2	155710700	155710849
chr2	155584500	155584649
chr2	154568600	154568799
chr2	127514400	127514499
chr2	125771150	125771349
chr2	122064900	122065049
chr2	120631050	120631199
chr2	119287450	119287599
chr2	104047650	104047749
chr2	93195550	93195649
chr2	91900450	91900599
chr2	90894200	90894349
chr2	74683400	74683599
chr2	74674700	74674799
chr2	70711800	70711899
chr2	39053800	39053999
chr2	38514950	38515049
chr2	32812850	32813049
chr2	32360950	32361049
chr2	32023900	32023999
chr2	31897700	31897849
chr2	30592900	30593049
chr2	30109600	30109799
chr2	27085600	27085699
chr2	26909500	26909649
chr2	25599550	25599699
chr2	18080500	18080649
chr19	57261850	57261949
chr19	56558600	56558799
chr19	47642850	47642999
chr19	47337100	47337249
chr19	46592400	46592499
chr19	34238550	34238699
chr19	32641150	32641299
chr19	32193150	32193249
chr19	8960350	8960549
chr19	8942250	8942349
chr19	6367000	6367149
chr19	5969750	5969999
chr19	5457050	5457199
chr19	3280200	3280299
chr18	80734700	80734849
chr18	76970050	76970199
chr18	69669450	69669649
chr18	65017150	65017299
chr18	53718350	53718499
chr18	39236750	39236899
chr18	37332550	37332699
chr18	12152100	12152449
chr17	56412450	56412649
chr17	56347350	56347449
chr17	56137750	56137899
chr17	44278850	44278999
chr17	35970150	35970299
chr17	35634550	35634749
chr17	33934500	33934649
chr17	29096950	29097099
chr17	29007500	29007849
chr17	28858350	28858449
chr17	28008750	28008849
chr17	26950350	26950499
chr17	26413800	26413949
chr17	25852400	25852499
chr17	25135850	25135949
chr17	24169150	24169249
chr17	23564300	23564499
chr17	14985700	14985799
chr17	6701200	6701299
chr17	6074100	6074199
chr16	90279900	90279999
chr16	44370700	44370799
chr16	38432100	38432199
chr16	35776300	35776549
chr16	33007450	33007549
chr16	32613050	32613149
chr16	17619500	17619699
chr16	17472500	17472649
chr16	14389950	14390049
chr16	13678750	13678899
chr16	5103100	5103249
chr16	3998700	3998799
chr15	100810650	100810749
chr15	97811350	97811499
chr15	91698200	91698499
chr15	84246800	84246899
chr15	81915500	81915649
chr15	81334950	81335149
chr15	79578650	79578799
chr15	79092200	79092349
chr15	64120450	64120549
chr15	55049900	55049999
chr15	51969550	51969649
chr15	27916300	27916499
chr15	27888200	27888349
chr15	12241500	12241599
chr14	122127650	122127799
chr14	93643100	93643199
chr14	69804750	69804899
chr14	64736450	64736549
chr14	60737550	60737649
chr14	55105850	55106049
chr14	54910300	54910449
chr14	45465900	45466049
chr14	31745200	31745299
chr14	30627900	30627999
chr14	14053900	14054099
chr14	12166300	12166449
chr13	119754350	119754499
chr13	92468500	92468749
chr13	92054050	92054149
chr13	64089350	64089499
chr13	54080300	54080399
chr13	41334400	41334549
chr13	40777400	40777499
chr13	37913350	37913499
chr13	34289550	34289649
chr12	112963600	112963849
chr12	110671650	110671749
chr12	110549600	110549749
chr12	108255200	108255349
chr12	105636300	105636449
chr12	104727700	104727899
chr12	103058800	103058949
chr12	102773050	102773199
chr12	99320450	99320649
chr12	84325500	84325649
chr12	81580150	81580349
chr12	80251600	80251749
chr12	73716750	73716899
chr12	70975350	70975599
chr12	69197150	69197299
chr12	59141550	59141699
chr12	31296400	31296549
chr12	24516350	24516549
chr12	21139000	21139099
chr12	17771850	17771999
chr12	12317200	12317449
chr11	120271800	120271899
chr11	119247900	119248049
chr11	117266550	117266699
chr11	109366950	109367049
chr11	106278200	106278399
chr11	102945650	102945799
chr11	102066750	102066849
chr11	102056950	102057099
chr11	100930300	100930399
chr11	98969750	98969899
chr11	98209050	98209249
chr11	98088750	98088899
chr11	98001300	98001499
chr11	97493250	97493349
chr11	97365250	97365449
chr11	97050800	97050899
chr11	97026800	97026949
chr11	96941350	96941549
chr11	95120500	95120649
chr11	94345550	94345699
chr11	94244600	94244749
chr11	88649050	88649199
chr11	88167850	88167999
chr11	87506100	87506249
chr11	87396600	87396849
chr11	86271500	86271599
chr11	84453650	84453749
chr11	79410500	79410649
chr11	72066300	72066399
chr11	70999950	71000149
chr11	70253100	70253199
chr11	70246400	70246549
chr11	69396950	69397099
chr11	68762400	68762599
chr11	62043800	62043949
chr11	61261750	61261849
chr11	60911350	60911549
chr11	60251100	60251249
chr11	57776550	57776699
chr11	55014500	55014649
chr11	54476900	54477049
chr11	49852100	49852299
chr11	49640400	49640549
chr11	32187300	32187449
chr11	22108500	22108649
chr11	21656050	21656249
chr11	20693800	20693899
chr11	6267500	6267649
chr11	4164400	4164649
chr11	3969900	3969999
chr11	3290500	3290699
chr10	128351300	128351449
chr10	127588950	127589099
chr10	121641750	121641899
chr10	119222250	119222499
chr10	117846050	117846249
chr10	115389400	115389599
chr10	101967900	101968099
chr10	94209850	94209949
chr10	86313150	86313349
chr10	86306700	86306899
chr10	83749100	83749249
chr10	80998300	80998449
chr10	80656800	80656949
chr10	80615200	80615349
chr10	67986800	67986999
chr10	62952850	62952949
chr10	59451550	59451699
chr10	42939800	42939899
chr10	36974550	36974649
chr10	24195250	24195449
chr10	20485800	20485949
chr10	9674450	9674549
chr10	7818750	7818899
chr10	7589900	7589999
chr1	195176350	195176549
chr1	192918700	192918799
chr1	166157400	166157499
chr1	151367300	151367499
chr1	135768950	135769149
chr1	135675750	135675849
chr1	135537500	135537649
chr1	132209450	132209599
chr1	97908100	97908299
chr1	93801650	93801749
chr1	74494250	74494349
chr1	72589050	72589249
chr1	60778050	60778149
chr1	53760050	53760149
chr1	36692350	36692499
chr1	36352950	36353099
chr1	34798700	34798799
chr1	13168050	13168149
chrX	164346200	164346299
chr7	127042100	127042199
chr5	19719100	19719199
chr2	135932050	135932199
chr7	130593800	130593899
chr6	66954100	66954249
chr5	35950150	35950299
chr19	18590050	18590149
chr15	96615750	96615849
chrX	103623700	103623849
chrX	53238200	53238299
chrX	42213450	42213549
chrX	10119200	10119299
chr9	123454550	123454799
chr9	120494500	120494699
chr9	118061750	118061899
chr9	115309400	115309549
chr9	110726900	110726999
chr9	110629050	110629199
chr9	109063400	109063549
chr9	108310850	108310949
chr9	108082750	108082899
chr9	106434050	106434249
chr9	102718000	102718099
chr9	101251600	101251749
chr9	73116100	73116249
chr9	72826450	72826549
chr9	68959950	68960049
chr9	66433300	66433449
chr9	63377300	63377399
chr9	62368450	62368599
chr9	57765700	57765849
chr9	54725600	54725799
chr9	54595800	54595999
chr9	50642550	50642699
chr9	48659800	48659949
chr9	45707000	45707149
chr9	44780450	44780549
chr9	44132050	44132199
chr9	44094050	44094199
chr9	43054950	43055049
chr9	21839150	21839299
chr9	21808700	21808849
chr9	15725500	15725699
chr9	14505550	14505699
chr8	127200450	127200549
chr8	125132750	125132899
chr8	123211200	123211349
chr8	122559400	122559499
chr8	122124800	122124949
chr8	121622300	121622599
chr8	120737400	120737649
chr8	119840700	119840899
chr8	109736950	109737049
chr8	105483250	105483649
chr8	95696850	95696949
chr8	95140550	95140699
chr8	92826500	92826649
chr8	89042700	89042799
chr8	77648150	77648299
chr8	71574800	71574899
chr8	71316050	71316199
chr8	71273650	71273799
chr8	70488050	70488149
chr8	70371900	70371999
chr8	70212050	70212199
chr8	57654200	57654299
chr8	40308350	40308499
chr8	31878450	31878549
chr8	25061900	25062049
chr8	25030350	25030449
chr8	22940450	22940549
chr8	11243900	11244049
chr7	145273950	145274049
chr7	143628150	143628299
chr7	141456800	141456999
chr7	141261750	141261849
chr7	139601800	139601949
chr7	139460850	139460999
chr7	135684000	135684149
chr7	128213100	128213199
chr7	127722600	127722799
chr7	127596200	127596349
chr7	127237100	127237199
chr7	120654850	120655049
chr7	118792400	118792549
chr7	112678800	112678949
chr7	109535000	109535099
chr7	102383750	102383899
chr7	101896400	101896549
chr7	101883600	101883749
chr7	100836850	100836999
chr7	99701600	99701699
chr7	99574550	99574699
chr7	81812900	81813049
chr7	81603200	81603399
chr7	78904800	78904949
chr7	73375600	73375749
chr7	68131500	68131699
chr7	49786750	49786899
chr7	46841550	46841649
chr7	45800650	45800749
chr7	45123300	45123399
chr7	45077550	45077649
chr7	45008700	45008799
chr7	44975100	44975249
chr7	44853950	44854149
chr7	29237350	29237449
chr7	29170150	29170399
chr7	27668650	27668799
chr7	25631750	25631949
chr7	24910100	24910299
chr7	19412200	19412399
chr7	4120550	4120749
chr7	3665150	3665299
chr7	3291750	3291849
chr6	146277700	146277899
chr6	126835500	126835699
chr6	125351000	125351099
chr6	125073300	125073399
chr6	117917350	117917599
chr6	115969300	115969399
chr6	108375100	108375249
chr6	91477900	91478049
chr6	91164050	91164249
chr6	88004400	88004549
chr6	86474400	86474549
chr6	83165750	83165849
chr6	83118500	83118699
chr6	72611600	72611749
chr6	72587150	72587349
chr6	52240800	52240949
chr6	40382300	40382449
chr6	37382200	37382399
chr6	30277550	30277699
chr6	30106150	30106249
chr5	150641750	150641849
chr5	143404400	143404599
chr5	143086550	143086699
chr5	143002250	143002399
chr5	140327850	140328099
chr5	139916200	139916349
chr5	139763500	139763699
chr5	139129200	139129349
chr5	138996800	138996899
chr5	137514150	137514249
chr5	136221050	136221249
chr5	134432350	134432499
