chr	start	end
chr3	57204400	57205799
chr10	45899400	45902199
chr17	72650600	72651599
chr18	47448400	47449399
chr19	58519200	58522599
chr7	77832800	77833999
chr18	61827400	61827999
chr20	7999400	8000799
chr16	69476000	69477199
chr10	10276600	10277999
chr15	31124400	31125399
chr13	86473000	86475799
chr4	177121200	177122199
chr5	105249400	105251799
chr2	28806800	28809799
chr17	15184200	15184799
chr1	193590800	193592999
chr2	79263600	79265399
chr16	72031400	72036799
chr16	84009800	84011399
chr15	40792600	40793799
chr14	96304200	96308599
chr4	21916600	21918799
chr5	62835200	62838999
chr8	122657200	122657999
chr1	198529000	198530799
chr6	7969800	7972399
chr6	6385200	6386599
chr1	257256200	257258199
chr15	21097400	21106199
chr9	102789000	102790599
chr9	1997200	1998199
chr3	149592400	149592999
chr10	6444200	6445599
chr3	170080200	170083399
chr11	47394400	47395799
chrX	135059400	135060599
chr20	12051400	12052999
chr5	129404800	129405599
chr18	66738000	66739799
chr15	41593000	41595399
chr4	66631200	66634199
chr6	761400	761799
chr17	55130000	55132799
chr1	278485400	278488799
chr1	100396400	100399599
chr19	11881000	11882799
chr6	130763200	130764799
chr2	196762800	196764199
chr16	24138000	24138799
chr6	111571000	111571799
chr2	230176000	230177399
chr6	128577400	128578799
chr18	12436200	12438199
chr2	113308800	113311199
chr8	44956800	44957399
chr20	32594000	32594999
chr8	126571200	126574599
chr18	17183400	17184799
chr1	210830000	210833399
chr7	5291200	5292799
chr2	9047600	9048999
chr2	35754400	35756599
chr7	76584000	76586999
chr2	215187200	215187999
chr5	77260400	77265199
chr1	54661600	54666799
chr1	92993800	92995199
chr5	29977000	29978599
chr5	39237400	39239399
chr3	161385200	161386199
chr18	27510400	27513799
chr6	84091200	84092999
chr10	106046600	106048199
chr8	114722600	114724199
chr19	52064000	52067199
chr20	14657600	14662199
chr5	138782600	138785199
chr5	146993000	146995799
chr20	50405200	50407999
chr9	14083800	14086599
chr12	41496800	41498399
chr9	61340000	61342199
chr10	108480000	108480599
chr5	23003200	23004999
chr13	53601400	53602999
chr3	3541200	3543199
chr5	155023200	155024599
chr15	39352800	39353399
chr15	7863000	7865399
chr1	2468200	2471199
chr10	101754400	101757999
chr10	71071400	71074999
chr17	83412000	83412799
chr3	145929400	145930599
chr4	133218800	133220599
chr10	70270800	70273399
chr5	21860200	21863199
chr5	148212600	148218799
chr6	130178200	130179399
chr8	102904400	102904799
chr3	148778200	148779599
chr9	27161400	27165599
chr13	77886000	77893399
chr4	83828200	83830399
chr8	58514000	58515399
chr2	144775200	144777599
chr10	69546800	69548599
chr10	44271200	44271999
chr14	49710000	49711799
chr1	217432000	217432799
chr1	132667800	132668599
chr1	184607000	184610399
chr3	33760000	33763999
chr15	47149800	47150599
chr6	112209800	112211199
chr20	22487600	22488999
chr18	60710400	60712199
chr14	32962200	32965599
chr12	42493800	42495599
chr16	9497400	9498399
chr1	274069400	274070199
chr13	77395800	77397799
chr7	74691200	74692999
chr10	51502000	51508399
chr8	123092600	123093999
chr15	40253000	40254399
chr2	212651200	212651999
chr10	53420600	53422399
chr5	145953200	145961999
chr3	117806400	117808199
chr7	122994400	122995799
chr7	22970400	22971599
chr1	211497000	211498999
chr9	73210000	73212399
chr4	673400	677799
chr17	31817400	31817999
chr2	23446800	23448599
chr2	211238600	211241999
chr3	64411800	64413199
chr4	180258400	180260799
chr5	168234800	168236599
chr1	56547600	56550999
chr9	30717000	30718399
chr5	113772400	113774199
chr6	131699000	131711399
chr8	86748000	86748399
chr12	17201600	17203399
chr16	84826000	84828399
chr4	11038600	11039199
chr8	66505600	66506599
chr12	45204600	45206799
chr16	37258000	37258399
chr10	18863200	18864799
chr3	51280200	51281799
chr1	169054200	169054799
chr12	10598800	10603399
chr1	139851200	139852599
chr6	25363000	25366599
chr8	31884000	31885799
chr3	155406400	155410799
chr15	32150200	32153999
chr18	75720600	75721799
chr16	90665200	90665999
chr1	157432000	157433599
chr14	12835800	12836599
chr4	121534400	121537399
chr2	30385800	30387199
chr5	57243600	57245399
chr3	149256800	149260599
chr17	73570400	73571599
chr5	5759600	5760799
chr8	75758000	75759999
chr8	51609800	51613399
chr8	29930600	29931799
chr7	75493600	75494799
chr11	27640800	27642399
chr8	77466600	77467799
chr14	20202600	20203199
chr9	15372800	15374599
chr12	14520000	14520999
chr17	17564000	17565999
chr3	11610200	11610999
chr4	70610800	70611799
chr14	68629400	68629799
chr20	23328400	23329999
chr19	48777200	48781199
chr9	98927000	98927999
chr7	122361400	122362999
chr2	33205800	33206599
chr10	84708600	84710199
chr1	2222600	2224199
chr8	107557200	107558999
chr9	65959800	65960999
chr2	121235200	121236599
chr13	73773200	73774599
chr6	100441200	100442599
chr3	19372000	19372599
chr12	51549000	51550999
chr13	48531200	48534199
chr14	11225800	11227599
chr5	147810200	147816199
chr5	152952400	152955599
chr8	54776000	54777999
chr15	32736200	32737799
chr19	59622000	59623599
chr2	262617600	262618199
chr7	75485200	75486399
chr14	100395200	100397399
chr7	98181000	98185199
chr8	129993600	129994399
chr10	109069200	109070399
chr10	33219800	33221199
chr19	12925800	12929599
chr1	166514200	166519599
chr5	138105800	138108199
chr19	51710600	51712999
chr6	1341400	1342599
chr10	40883800	40884999
chr1	27160400	27160799
chr1	102217400	102220199
chr1	250702200	250706399
chr5	127618400	127619599
chr6	131875600	131878999
chr3	168091400	168092799
chr9	4075600	4078399
chr17	8687200	8688999
chr3	161508800	161510599
chr9	69825400	69826199
chr7	36082400	36083999
chr1	87339600	87340399
chr1	214622800	214630399
chr18	57155800	57158599
chr4	117073800	117074799
chr18	4505400	4506799
chr9	44104400	44105999
chr1	233459000	233460199
chr5	169680800	169683599
chr6	37074000	37076799
chr17	47730200	47730799
chr6	16250800	16251599
chr13	55510000	55513199
chr10	546000	548399
chr3	91461000	91462999
chr13	88830600	88834199
chr14	1483600	1486399
chr20	50393400	50395199
chrX	81883200	81884599
chr1	53942800	53944599
chr1	222319000	222321599
chr15	5917600	5922399
chr9	80913200	80915999
chr19	40754200	40757399
chr8	97192800	97193599
chr3	52202600	52203999
chr15	41610200	41612599
chr16	30596800	30597199
chr2	28765600	28766799
chr7	41182200	41183799
chr18	63288400	63289399
chr15	46663200	46665599
chr5	171098600	171110199
chr3	122207400	122209799
chr2	150492200	150493399
chr6	140229800	140231199
chr12	17118400	17120799
chr13	34772400	34773999
chr1	85759600	85760999
chr1	125414000	125415399
chr6	136560200	136562599
chr1	29463400	29465799
chr11	51880200	51881599
chr4	169789800	169792399
chr17	1003400	1004799
chr16	14868800	14869799
chr6	105174400	105175799
chr11	14081600	14082799
chr15	19955800	19958199
chr17	87993200	87994399
chr2	198363000	198364999
chr18	6451600	6453199
chr18	71149000	71151599
chr13	42058000	42058999
chr7	140845800	140847199
chr1	276715200	276716999
chr12	43163200	43163999
chr19	30019000	30019599
chr8	18587600	18589599
chr6	19113200	19113599
chr10	97119200	97119999
chr10	51864200	51866199
chr2	62099800	62100999
chr3	121800600	121801199
chr6	66965600	66966399
chr1	33668200	33670599
chr8	91591000	91593199
chr10	52919800	52921599
chr17	5620200	5622199
chr16	89195000	89196599
chr19	5476200	5477599
chr3	120355400	120355999
chr1	53887800	53893199
chr1	199156000	199158399
chr2	230213400	230214599
chr14	35952200	35953399
chr7	143427800	143429599
chr10	43250800	43255399
chr14	89024000	89026999
chr17	61446800	61447599
chr4	159466600	159468999
chr5	124713400	124715799
chr9	80075600	80078199
chr2	236494000	236495999
chr1	124854800	124859999
chr17	26929800	26931799
chr19	23415400	23417199
chr17	61384000	61384599
chr1	25949400	25950399
chr17	27302200	27303399
chr1	209781800	209783799
chr3	62854600	62855999
chr8	60755000	60755799
chr13	104815400	104816999
chr15	11708200	11709399
chr18	59862800	59866199
chr5	114823400	114826599
chr7	10684800	10685599
chr3	117861800	117863399
chr5	143630600	143636999
chr8	123083600	123084599
chr15	45323400	45325399
chr15	41024400	41025399
chr12	6004000	6005999
chr4	27807800	27811399
chr14	17352400	17355199
chr2	157264400	157266799
chr10	88691200	88693399
chr9	96434000	96436599
chr15	107973800	107974399
chr5	158254200	158257399
chr10	10608600	10609999
chr15	104445600	104449399
chr5	169818200	169821199
chr19	11000800	11002799
chr10	34752200	34752999
chr3	117801000	117804399
chr1	124930400	124932999
chr1	78581600	78583399
chr4	45526000	45526799
chr20	10841600	10843799
chr9	96532800	96535999
chr16	5600000	5602399
chr2	62507200	62509199
chr1	51870600	51872999
chr10	97513000	97514799
chr19	47654600	47656599
chr3	60456400	60458399
chr14	35875000	35876799
chr8	46882000	46883999
chr1	86837400	86839199
chr6	30673200	30673999
chr15	18820000	18822199
chr1	127975600	127976799
chr14	60295000	60295999
chr4	35850000	35850799
chr16	20209800	20212999
chr9	100697600	100699999
chr3	173113200	173114599
chr12	37839800	37846599
chr1	85284000	85286199
chr19	47351400	47358799
chr15	33713600	33714799
chr10	86748200	86750199
chr12	2733200	2734599
chr5	158809000	158810999
chr7	28899000	28899999
chr17	18922200	18923799
chr2	203519600	203520399
chr1	208336200	208337599
chr20	29409800	29410999
chr13	34954800	34957799
chr5	139675800	139677199
chr10	37826800	37827999
chr20	8225200	8227599
chr7	23790200	23795999
chr18	3651400	3653799
chr2	45918800	45919999
chr6	125931400	125933399
chr12	36293000	36294399
chr9	71826600	71828999
chr4	38815600	38816399
chr11	86723800	86726799
chr19	10873600	10876799
chr2	188753200	188755599
chr7	28174200	28175799
chr14	95651000	95651999
chr17	8520400	8522999
chr18	5873800	5875999
chr12	9742200	9743599
chr6	24852600	24854999
chr20	18754000	18755199
chr5	4673000	4674799
chr12	9822000	9823799
chr4	124577400	124581799
chr18	45858000	45859199
chr13	50371200	50372199
chr13	27562800	27564399
chr14	36240000	36242999
chr18	51164600	51166199
chr2	250031600	250032399
chr10	58417600	58419999
chr19	9899400	9900199
chr7	61482200	61485199
chr10	94151000	94154199
chr8	60216400	60217199
chr10	24792600	24793799
chr10	36533800	36537599
chr20	7536800	7540999
chr2	201149400	201150999
chr7	143140600	143145799
chr6	143065000	143065999
chr16	78251200	78252799
chr1	229542400	229542999
chr19	28540600	28541599
chr12	39527600	39529199
chr6	129267600	129268999
chr13	50316800	50317999
chr13	45580600	45584199
chr11	65524200	65525599
chr8	21602200	21604799
chr17	42105000	42106199
chr3	106739200	106741199
chr6	132343800	132346199
chr8	61340800	61343799
chr4	79755400	79760799
chr20	21979200	21979999
chr7	11332000	11341999
chr4	173660400	173662799
chr5	135096200	135097199
chr5	9739800	9740599
chr16	10855400	10856199
chr19	25217600	25219199
chr20	2948000	2952599
chr19	22373400	22375799
chr16	30282800	30283799
chr3	115235000	115236399
chr4	181959800	181961399
chr13	39321000	39322799
chr1	196504800	196508799
chr9	102467800	102468399
chr2	112944800	112947999
chr5	29750200	29751199
chr9	80381400	80382399
chr10	68509000	68510199
chr16	22392200	22394999
chr8	116944000	116946199
chr10	78261800	78262599
chr10	11147200	11153599
chr16	2547400	2550399
chr3	83162400	83164999
chr5	52546000	52546599
chr3	146093000	146095199
chr4	100578000	100580199
chr2	160609200	160610799
chr6	97873400	97873999
chr1	177621400	177623399
chr7	139707800	139708599
chr3	123681000	123686199
chr1	164585600	164586599
chr2	237508800	237510999
chr7	51307000	51308199
chr13	1317200	1317999
chr3	52748600	52749799
chr20	48150600	48152199
chr20	50657600	50659999
chr6	9115200	9117399
chr9	1145000	1146399
chr7	5341000	5342799
chr17	42010000	42010399
chr5	139198800	139203599
chr5	169558600	169565599
chr6	123051800	123053999
chr10	107250200	107251799
chr15	40206200	40207999
chr2	163298400	163304199
chr12	25632400	25633399
chr15	52635400	52637199
chrX	53499600	53499999
chr1	261486400	261491799
chr11	15671600	15673799
chr16	1004600	1005799
chr1	134693400	134696999
chr5	149524000	149527599
chr7	111613400	111613999
chr1	134689800	134691399
chr6	100697000	100698799
chr7	128861200	128862399
chr14	43014800	43021799
chr7	1578400	1578999
chr10	56395200	56397399
chr3	5684800	5688399
chr12	39907600	39910799
chr9	105968600	105972199
chr1	209273800	209280399
chr3	109595600	109596199
chr4	119376000	119381399
chr7	53884400	53886199
chr16	86689000	86691199
chr13	71158400	71160999
chr4	61780200	61782599
chr1	104440600	104442999
chr3	151577000	151577799
chr13	102328000	102331599
chr6	20852600	20853199
chr3	11231200	11234599
chr8	129041000	129043399
chr10	108717200	108721199
chr5	118779400	118780599
chr19	14381600	14382999
chr5	171227800	171232799
chr11	74319000	74320199
chr9	98427000	98428199
chr8	32821600	32826599
chr1	270844200	270845599
chr7	128704800	128706399
chr3	99894800	99895799
chr2	226983600	226985799
chr9	98658600	98659999
chr20	22293800	22296599
chr5	142901600	142903199
chr20	48161200	48162999
chr1	162709400	162711599
chr1	197020400	197022399
chr4	77232400	77233399
chr13	58443400	58444799
chr14	106032200	106035599
chr14	77861600	77862199
chr18	68786200	68787199
chr6	139397400	139397999
chr7	71057200	71060199
chr5	171953200	171954399
chr2	157358000	157359799
chr11	24452800	24455799
chrX	47808600	47809199
chr16	60966200	60966799
chrX	53019800	53020599
chr3	159320000	159322599
chr8	125751000	125751799
chr10	71326800	71328399
chr3	172406000	172407999
chr4	115957200	115959199
chr16	79606600	79607999
chr2	20051600	20052199
chr13	50081000	50082999
chr6	30008800	30011199
chr4	4212800	4214599
chr3	160319400	160321799
chr5	102654200	102656599
chr8	122450400	122451599
chr15	69644000	69645999
chr17	71128200	71130999
chr15	38437600	38442199
chr1	188893800	188896799
chr1	223600200	223601999
chr18	88064400	88065999
chr18	43853800	43854799
chr3	66433600	66434199
chr3	153588600	153591199
chr5	155292600	155311599
chr12	50931600	50934399
chr1	95930800	95931799
chr13	35979600	35981999
chr6	132597800	132601799
chr9	97150600	97152999
chr11	32669200	32671399
chr2	167745000	167747199
chr19	10334200	10338399
chr8	123307800	123310199
chr7	23043200	23048599
chr10	68437600	68438799
chr7	134442800	134444199
chr20	40837000	40843599
chr6	8495000	8495999
chrX	126302200	126303199
chr1	203436800	203438599
chr7	76456800	76457399
chr13	52316200	52318199
chr6	72330400	72332199
chr2	251227200	251228799
chr5	16000	16999
chr9	45949400	45952799
chr9	95415000	95415799
chr13	105086400	105087399
chr3	3347600	3356399
chr16	61724600	61727399
chr5	115417600	115418399
chr19	59683200	59685599
chr8	21807400	21808999
chr2	31031000	31032799
chr5	193200	195199
chr5	120341600	120342599
chr9	14139200	14141799
chr20	7184200	7186399
chrX	1459400	1459999
chr1	204303400	204304599
chr9	110499200	110500199
chr5	123687000	123688999
chr9	52181200	52182799
chr15	77997400	77998599
chr1	256605400	256605999
chr15	670600	673799
chr2	208754200	208755799
chr1	278332200	278333999
chr8	120297400	120298999
chr10	94165200	94166399
chr2	180493600	180494199
chr4	171194600	171195999
chr1	244375000	244376199
chr7	23704000	23705799
chr11	37513600	37515599
chr12	37270400	37271399
chr8	45737200	45738399
chr4	153701800	153705399
chr12	36749600	36751599
chr5	118119200	118120199
chr19	36412800	36413599
chr7	34992800	34994199
chr3	97838600	97840999
chr5	76579400	76581599
chr3	122569200	122571199
chr9	106289600	106289999
chr10	55729000	55730799
chr5	48528200	48529599
chr5	143948200	143949399
chr14	86900000	86902199
chr8	125972200	125973799
chr8	58700600	58700999
chr5	166882400	166884199
chr3	21254400	21255999
chr6	10960400	10964399
chr9	116176000	116177399
chr10	48363200	48363999
chr10	7223000	7225399
chr5	25741800	25743799
chr16	69329200	69336399
chr4	79386800	79389999
chr5	142947600	142952999
chr10	77445000	77446399
chr2	23920200	23923999
chr2	169010600	169011399
chr6	4384600	4386599
chr14	79402600	79404199
chr6	37588400	37594799
chr2	38985200	38988399
chr10	7929800	7930799
chr3	113126400	113127599
chr11	87839200	87841599
chr5	169080200	169082599
chr6	135958600	135960199
chr7	143470600	143471999
chr9	4852000	4853199
chr4	67763000	67763999
chr4	146774200	146776599
chr6	96998800	97001599
chr3	6524800	6527999
chr2	90476000	90477799
chr8	39511600	39514199
chr14	9829600	9830999
chr4	160490600	160491599
chr10	8693400	8695399
chr4	157507400	157508199
chr7	2806200	2811799
chr15	103906800	103908399
chr9	118738600	118739999
chr19	58865000	58866399
chr1	171927200	171932399
chr9	95023200	95024999
chr2	170452800	170455599
chr10	7305200	7307799
chr16	79914400	79917999
chr15	29697600	29699399
chr5	157088600	157089799
chr13	76664600	76665999
chr7	98896000	98896999
chr16	66929000	66930399
chr6	42295600	42297599
chr4	152293400	152294799
chr19	52487400	52489799
chr1	104561400	104563199
chr1	105187200	105187599
chr18	75253200	75254599
chr17	34646400	34649799
chr17	18454400	18455599
chr13	75954400	75956199
chr10	77196800	77198599
chr17	37027400	37029799
chr19	59554600	59556399
chr14	16170600	16171799
chr16	23439800	23440999
chr19	40203000	40204399
chr2	116391800	116393399
chr3	174256200	174261399
chr2	28562800	28564399
chr10	103033000	103034399
chr10	42157400	42159799
chr13	95782200	95784999
chr1	205591200	205592399
chr14	35161200	35161799
chr2	240424800	240427799
chr11	74227200	74227999
chr3	10273000	10275199
chr8	48350000	48353599
chr17	29519400	29521199
chr4	72997600	72999599
chr9	80248800	80249799
chr7	20346800	20349399
chr7	98643000	98643799
chr13	79908800	79910199
chr7	59227200	59228599
chr6	110898400	110899999
chr4	133776000	133778599
chr10	9335200	9336199
chr3	45585800	45587399
chr10	31294200	31295799
chr1	184893400	184894199
chr13	8950000	8951399
chr13	51040200	51042999
chr19	37516600	37517199
chr3	150597800	150599599
chr14	107840600	107841599
chr17	66345800	66349199
chr13	101059600	101060399
chr2	197203800	197204599
chr5	6079400	6080399
chr9	14370800	14371999
chr11	30495400	30497199
chr7	54717600	54721999
chr5	156984000	156989199
chr17	29074000	29075599
chr15	59552400	59553599
chr5	41163800	41165399
chr5	123600000	123604199
chr1	176654400	176655599
chr20	1044400	1045999
chr3	155532000	155536599
chr12	17609200	17609799
chr12	45068000	45070599
chr12	37859200	37863799
chr6	48628400	48630999
chr15	106229200	106231399
chr20	47832800	47835199
chr15	62003200	62005199
chr20	11247400	11248399
chr1	94156800	94159799
chr10	7645000	7645599
chr7	77852200	77854799
chr2	23541400	23543999
chr13	83284000	83285799
chr4	10938600	10942799
chr2	127389400	127393399
chr12	32952800	32954199
chr14	76328800	76329799
chr17	16613200	16615799
chr3	175343000	175345999
chr9	65813200	65813799
chr16	73435600	73437999
chr10	68797600	68798799
chr8	111537400	111538399
chr1	218298400	218300999
chr4	63548000	63548999
chr8	97896400	97896999
chr10	12860400	12862799
chr4	155177200	155178399
chr10	94620800	94623199
chr13	71210400	71211199
chr5	153171600	153172599
chr2	237675200	237676799
chr2	22557400	22558399
chr7	18204400	18205799
chr4	33687000	33688199
chr6	38210400	38213999
chr13	46021800	46024199
chr17	76888400	76890399
chr13	15505600	15506399
chr4	24335200	24336599
chr2	251992800	251996599
chr17	10394200	10396799
chr6	25141800	25144399
chr7	121254600	121255999
chr13	97148400	97150599
chr3	113715800	113717199
chr1	5027800	5028199
chr13	26338000	26340399
chr13	108704800	108706199
chr12	2543600	2546199
chr3	156517600	156520199
chr6	61237600	61238399
chr6	124138200	124140399
chr8	68708800	68709999
chr11	63962000	63963799
chr17	34382800	34384599
chr10	29105200	29107599
chr15	52115400	52116599
chr20	49972800	49974199
chr15	23241800	23243399
chr4	162479200	162481199
chr12	13631800	13632799
chr6	144330600	144331599
chr7	22292800	22294199
chr7	27653200	27654799
chr15	49088200	49091199
chr17	8830400	8832199
chr13	72398000	72399799
chr1	100602400	100607799
chr1	218218200	218219399
chr3	166444000	166445399
chr13	109041800	109043199
chr2	168828000	168829599
chr7	119984200	119987199
chr3	105517400	105519799
chr17	24334000	24335599
chr20	27649800	27650799
chr15	40421200	40422599
chr18	51103800	51104999
chr1	21867800	21869999
chr9	4489200	4490599
chr14	38591400	38593399
chr1	78735200	78736799
chr5	104704600	104708399
chr14	9960000	9962199
chr5	22152400	22154799
chr4	149360800	149361999
chr3	168721800	168722399
chr3	93237000	93240799
chr5	169442400	169453399
chr17	89618400	89619999
chr3	117752200	117754199
chr9	71895000	71896399
chr2	181616800	181617399
chr2	121787400	121789799
chr4	5481000	5482599
chr11	38421600	38423399
chr7	76539600	76541199
chr6	9677800	9679999
chr19	20087000	20090799
chr1	124870400	124871999
chr13	107772800	107774399
chr2	245074200	245075399
chr6	76129000	76130599
chr13	108668400	108670799
chr2	201491400	201492799
chr2	259398600	259403599
chr8	54637800	54639999
chr15	47138600	47144199
chr17	8295400	8297599
chr10	9341000	9343399
chr1	125917800	125919799
chr3	75641600	75644399
chr4	167798400	167799399
chr1	194014200	194014799
chr20	23119000	23120599
chr8	21910600	21912599
chr5	122067400	122067999
chr2	233606600	233607799
chr2	212288200	212289999
chr7	18174600	18175799
chr8	88092800	88094599
chr9	111005800	111006799
chr10	53390200	53390999
chr1	129860200	129861799
chr13	52460600	52467399
chr15	13270800	13271999
chr9	35257600	35258999
chr14	104394800	104396799
chr10	19826000	19828399
chr15	37342800	37343999
chr16	10035000	10036199
chr16	76242000	76243199
chr4	176421800	176422999
chr9	100305200	100307599
chr2	230309800	230311999
chr8	97640200	97643799
chr13	78562400	78563599
chr4	175053800	175054599
chr2	183451000	183453799
chr2	152694600	152696399
chr18	18138800	18141399
chrX	33360800	33362399
chr19	25970400	25971799
chr4	78960400	78961799
chr13	71147200	71149399
chr17	66266200	66267999
chr1	2534200	2536999
chr3	117548400	117549599
chr1	203077600	203078399
chr10	13288400	13289999
chr4	115204000	115204999
chr20	20271000	20271799
chr15	17423000	17424799
chr1	225629000	225629599
chr11	70640400	70641599
chr12	25122000	25122799
chr6	117915600	117917399
chr7	3378600	3379599
chr20	21675800	21677799
chr19	49175800	49177199
chr9	15516600	15519399
chr10	34414400	34417399
chr12	36274800	36276599
chr2	190003800	190007599
chr4	635600	637399
chr5	88566400	88566999
chr7	72643200	72645199
chr8	19653600	19654999
chr10	54672200	54675399
chr14	83077200	83077999
chr19	47221000	47225999
chr19	39874600	39875799
chr18	70513400	70514799
chr5	48145000	48149599
chr9	4750200	4752399
chr8	56696200	56699999
chr7	75373000	75373799
chr16	77652800	77654599
chr9	65359000	65360999
chr6	98333400	98335199
chr6	75735600	75736999
chr10	35701600	35703199
chr1	217923000	217924999
chr3	2723000	2726399
chr10	55755000	55757799
chr1	102097200	102100199
chr8	59936000	59938199
chr11	43720000	43721399
chr5	160051200	160054599
chr6	41198800	41200399
chr10	18944400	18947599
chr4	24504800	24505799
chr19	39217600	39219799
chr2	4618800	4620399
chr3	112768800	112769399
chr1	209094200	209095599
chr2	158183000	158185799
chr6	5424800	5425799
chr11	63998600	63999599
chr7	14280600	14283799
chr5	119830800	119831999
chr8	113549000	113550599
chr16	2302600	2304799
chr7	20380200	20382999
chr6	326800	327799
chr8	108136000	108136599
chr9	100096000	100098799
chr16	2026800	2027799
chr16	89277800	89279399
chr10	17593400	17594799
chr3	118276800	118278199
chr6	40802400	40803599
chr15	17241400	17242999
chr8	129090200	129093599
chr7	2934400	2940399
chr6	13813800	13815799
chr5	130839000	130839599
chr2	55909000	55910599
chr7	66902000	66904399
chr1	213816000	213819799
chr1	89727000	89730199
chr8	56400600	56402199
chr16	83730400	83732199
chr7	76159400	76161199
chr14	103859200	103861599
chr17	81089400	81091799
chr8	25639800	25642199
chr3	114445800	114446199
chr2	26751000	26752199
chr4	82436000	82437799
chr6	30652000	30656199
chr10	30969000	30973399
chr7	36526000	36527399
chr13	107128800	107130999
chr2	36991200	36991799
chr7	132375600	132376999
chr3	66081600	66082799
chr4	82579000	82585399
chr8	104917200	104918199
chr6	13199200	13200999
chr8	30725600	30727199
chr2	39084200	39084799
chr9	27591000	27592199
chr7	132576600	132578199
chr20	11103600	11108599
chr14	43253000	43255399
chr2	27525200	27527999
chr6	57430200	57430799
chr2	188973800	188975999
chr5	127369800	127372199
chr1	211470600	211472199
chr6	115370000	115371199
chr6	137631800	137639599
chr6	56750400	56751999
chr18	61040400	61042199
chr15	95473400	95473999
chr17	30868200	30869999
chr1	184870600	184873199
chr17	11271800	11277399
chr14	32617400	32619399
chr15	103680000	103681199
chr2	115923200	115925399
chr3	56582200	56584599
chr7	67582200	67582799
chr8	116486200	116487599
chr5	158116000	158118399
chr9	81086600	81088199
chr9	82556600	82558199
chr10	42472600	42478799
chr14	11144800	11145799
chr12	13820400	13821599
chr12	22696400	22699399
chr1	210497400	210499199
chr1	196004600	196004999
chr4	153163600	153165999
chr1	277902000	277903999
chr17	51114000	51114599
chr11	36131800	36133799
chr1	52793600	52795399
chr14	70866200	70867999
chr17	87302000	87305799
chr15	49060200	49062199
chr6	27013600	27015599
chr16	2225800	2226999
chr7	12242600	12245599
chr14	107625200	107626799
chr8	1420400	1422199
chr7	127753600	127756199
chr9	114998800	114999999
chr5	156863400	156866599
chr5	126917200	126918199
chr11	61155600	61158199
chr1	34901200	34905199
chr5	136782600	136789399
chr1	246362800	246364399
chr20	40855400	40857599
chr3	118456400	118457199
chr7	117194600	117197399
chr5	170815000	170816399
chr1	16010600	16011599
chr6	78871200	78872199
chr8	130249400	130250999
chr10	64361600	64362799
chr14	28535400	28536999
chr16	82133800	82134599
chr4	27708800	27709999
chr10	63609000	63611199
chr12	41622400	41623999
chr6	110755400	110758199
chr9	71166800	71167399
chr4	171344600	171347999
chr13	43621200	43623199
chr17	26707000	26708199
chr2	183454400	183457599
chr13	34294000	34296399
chr6	8496600	8498999
chr3	156848600	156849399
chr20	10927600	10928599
chr1	242024200	242025999
chr19	17506200	17507599
chr17	77019200	77019799
chr8	30841200	30845999
chr17	77709800	77712199
chr17	15957000	15959399
chr9	19977600	19978999
chr3	122077400	122081399
chr5	167025400	167028199
chr15	104036000	104037199
chr14	37384800	37386399
chr2	9778600	9779999
chr4	179126400	179128399
chr4	179838000	179839399
chr5	151686800	151689799
chr10	73242000	73243999
chr4	163782800	163783399
chr5	38684200	38684799
chr3	63758400	63759999
chr7	57710400	57710799
chr8	39996600	39999399
chr9	70513400	70514199
chr10	7518200	7520799
chr15	53124800	53126399
chr2	159423800	159426399
chr8	33451600	33453199
chr19	28142000	28144599
chr18	51559000	51562999
chr1	102704600	102705399
chr19	31175000	31176799
chr4	177248600	177249599
chr8	53871000	53876399
chr4	80710400	80711799
chr18	75079200	75080599
chr6	28386000	28387199
chr15	59439200	59441199
chr14	83762000	83765799
chr1	260556000	260560799
chr15	87054400	87055199
chr1	107127600	107128399
chr11	37981600	37982999
chr6	1158200	1159599
chr10	62452400	62452799
chr20	13957600	13959199
chr18	54026200	54027999
chr3	163668600	163671199
chr4	153937800	153942399
chr16	89198400	89199799
chr3	55300800	55301999
chr13	103249400	103250599
chr2	27791000	27792999
chr18	18241200	18241799
chr4	83801600	83804799
chr6	143943600	143945199
chr16	83229200	83233399
chr17	79385600	79386199
chr13	97109600	97110199
chr19	59321200	59322199
chr17	26981600	26984399
chr16	19997600	20001199
chr13	42576200	42578799
chr1	177377800	177379399
chr20	7344600	7346399
chr7	117351400	117352999
chr12	23978600	23979599
chr19	49218400	49219799
chr1	132698800	132699599
chr11	63589000	63590599
chr2	14296000	14297599
chr1	128371800	128372599
chr10	93640000	93642199
chr15	44090600	44092399
chr6	95218000	95219199
chr7	120202200	120204599
chr18	75334400	75341199
chr4	5517600	5519599
chr1	170226000	170228399
chr3	163349000	163350999
chr4	119689400	119694999
chr8	107980000	107982199
chr9	99852200	99854999
chr2	160709200	160711799
chr17	52637200	52638999
chr3	71452600	71453999
chr8	87705800	87706999
chr18	25909600	25911799
chr11	19050200	19051199
chr5	121931600	121932799
chr19	9691400	9693799
chr5	170884600	170889199
chr9	71164800	71165799
chr5	39368600	39370199
chr15	27279800	27280399
chr8	101126200	101129799
chr9	85156800	85158599
chr7	119132600	119133999
chr3	162177400	162179799
chr18	3834200	3837199
chr3	66308000	66310199
chr9	65532400	65533399
chr15	6306200	6307999
chr7	53107200	53108399
chr3	153509200	153509999
