Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
3	52175047	52214812	ENSRNOG00000005727	Galnt3	1	0		1
3	52381475	52512907	ENSRNOG00000053122	Scn1a	1	0		1
3	57694533	57698547	ENSRNOG00000058163	AC107446.3	1	0		1
3	58082206	58163175	ENSRNOG00000061587	Metap1d	1	0		1
3	58377743	58386875	ENSRNOG00000061770	AABR07052508.1	1	0		1
3	61092267	61101933	ENSRNOG00000051639	AABR07052550.2	1	0		1
3	61624983	61629128	ENSRNOG00000042480	Hoxd8	1	0		1
3	66268447	66397164	ENSRNOG00000030212	Cerkl	1	0		1
3	69245993	69270197	ENSRNOG00000060480	AABR07052686.1	1	0		1
3	72140537	72143524	ENSRNOG00000035570	Mir130a	1	0		1
3	72151649	72154624	ENSRNOG00000045557	AC096003.1	1	0		1
3	72160689	72173478	ENSRNOG00000007457	Serping1	1	0		1
3	72402734	72405936	ENSRNOG00000059430	AC108295.1	1	0		1
3	72403493	72450201	ENSRNOG00000008552	P2rx3	1	0		1
3	73086869	73090713	ENSRNOG00000055374	Olr453	1	0		1
3	75387630	75391474	ENSRNOG00000045869	Olr559	1	0		1
3	76007055	76015329	ENSRNOG00000056033	AC111632.2	1	0		1
3	77708651	77794414	ENSRNOG00000053731	Olr671	1	0		1
3	78941127	78944935	ENSRNOG00000006819	Olr731	1	0		1
3	80003630	80015150	ENSRNOG00000013172	Nr1h3	1	0		1
3	80885182	80888344	ENSRNOG00000054126	AC135645.1	1	0		1
3	81132105	81272349	ENSRNOG00000006063	Phf21a	1	0		1
3	81811861	81855105	ENSRNOG00000008000	Syt13	1	0		1
3	81866938	81913597	ENSRNOG00000008674	Prdm11	1	0		1
3	83052224	83136763	ENSRNOG00000060635	AABR07052897.3	1	0		1
3	94516240	94519269	ENSRNOG00000061517	SNORA17	1	0		1
3	94783508	94811261	ENSRNOG00000022710	Prrg4	1	0		1
3	95130862	95133821	ENSRNOG00000054235	AABR07053172.1	1	0		1
3	96094809	96129887	ENSRNOG00000054398	AABR07053198.1	1	0		1
3	98295154	98301180	ENSRNOG00000004918	Kcna4	1	0		1
3	103965951	104021261	ENSRNOG00000006397	Chrm5	1	0		1
3	105234550	105281862	ENSRNOG00000007542	Scg5	1	0		1
3	108983529	109046820	ENSRNOG00000005404	Rasgrp1	1	0		1
3	109968652	110023549	ENSRNOG00000005888	Fsip1	1	0		1
3	110042353	110143156	ENSRNOG00000005971	Gpr176	1	0		1
3	110572017	110590421	ENSRNOG00000026787	Disp2	1	0		1
3	110973523	110980457	ENSRNOG00000012290	Gchfr	1	0		1
3	111132621	111146486	ENSRNOG00000014011	Dll4	1	0		1
3	111837198	111876374	ENSRNOG00000059260	Sptbn5	1	0		1
3	112226320	112278908	ENSRNOG00000008609	Capn3	1	0		1
3	112995068	113025932	ENSRNOG00000058755	Tgm7l1	1	0		1
3	113041277	113060191	ENSRNOG00000037203	Tgm7	1	0		1
3	114217693	114238333	ENSRNOG00000017395	Duox2	1	0		1
3	114648118	114652714	ENSRNOG00000052651	AABR07053577.1	1	0		1
3	117419204	117498867	ENSRNOG00000005367	Slc12a1	1	0		1
3	118134438	118269336	ENSRNOG00000009289	Galk2	1	0		1
3	119057017	119078019	ENSRNOG00000010262	Hdc	1	0		1
3	119558890	119578306	ENSRNOG00000011778	Blvra	1	0		1
3	119781317	119799950	ENSRNOG00000022603	Astl	1	0		1
3	120092082	120109097	ENSRNOG00000014710	Prom2	1	0		1
3	120272083	120308951	ENSRNOG00000015599	Mall	1	0		1
3	121405746	121441287	ENSRNOG00000017550	Fbln7	1	0		1
3	121562424	121569579	ENSRNOG00000053290	AABR07053710.1	1	0		1
3	122926564	122930336	ENSRNOG00000047004	LOC100365450	1	0		1
3	123116992	123121860	ENSRNOG00000021229	Avp	1	0		1
3	123595060	123609752	ENSRNOG00000021242	Adam33	1	0		1
3	123667875	123688191	ENSRNOG00000021244	Hspa12b	1	0		1
3	123996160	123999677	ENSRNOG00000038259	RGD1564425	1	0		1
3	125034774	125037738	ENSRNOG00000059846	U7	1	0		1
3	132558106	132693237	ENSRNOG00000004443	Sptlc3	1	0		1
3	134281307	134465053	ENSRNOG00000004852	Sel1l2	1	0		1
3	136656980	136939074	ENSRNOG00000004951	Kif16b	1	0		1
3	142279845	142321783	ENSRNOG00000054946	AABR07054126.1	1	0		1
3	143126848	143156677	ENSRNOG00000004989	Cst8	1	0		1
3	146376328	146409652	ENSRNOG00000006795	Apmap	1	0		1
3	146483738	146494237	ENSRNOG00000042220	Vsx1	1	0		1
3	146513426	146516430	ENSRNOG00000053738	U6	1	0		1
3	147070760	147102411	ENSRNOG00000009528	Sdcbp2	1	0		1
3	147606695	147633301	ENSRNOG00000031167	Srxn1	1	0		1
3	147950479	147956002	ENSRNOG00000023384	Defb20	1	0		1
3	148045238	148049452	ENSRNOG00000023154	Defb21	1	0		1
3	148131153	148134818	ENSRNOG00000059752	AABR07072936.1	1	0		1
3	148231793	148245916	ENSRNOG00000007827	Cox4i2	1	0		1
3	148417493	148430894	ENSRNOG00000008534	Dusp15	1	0		1
3	148486559	148495625	ENSRNOG00000008845	Pdrg1	1	0		1
3	148577520	148623533	ENSRNOG00000009331	Hck	1	0		1
3	149356481	149378367	ENSRNOG00000012197	Bpifb2	1	0		1
3	149421992	149449850	ENSRNOG00000034174	Bpifb4	1	0		1
3	149522267	149533748	ENSRNOG00000036870	Bpifa2f	1	0		1
3	150047326	150076121	ENSRNOG00000016708	E2f1	1	0		1
3	150412412	150416674	ENSRNOG00000061375	AC135822.3	1	0		1
3	151124191	151150844	ENSRNOG00000018997	Myh7b	1	0		1
3	151282849	151290095	ENSRNOG00000019330	Procr	1	0		1
3	151564104	151602540	ENSRNOG00000019467	Fer1l4	1	0		1
3	152400120	152465728	ENSRNOG00000019992	Cnbd2	1	0		1
3	152855192	152864460	ENSRNOG00000020246	Myl9	1	0		1
3	152943952	153003709	ENSRNOG00000020337	Sla2	1	0		1
3	153100536	153116920	ENSRNOG00000006236	Dsn1	1	0		1
3	153332719	153401189	ENSRNOG00000007341	Mroh8	1	0		1
3	154392787	154425125	ENSRNOG00000034031	Vstm2l	1	0		1
3	154596668	154629657	ENSRNOG00000012956	Tgm2	1	0		1
3	154739231	154769140	ENSRNOG00000034195	Bpi	1	0		1
3	154994350	155042316	ENSRNOG00000015359	Arhgap40	1	0		1
3	155266947	155289033	ENSRNOG00000015794	Fam83d	1	0		1
3	156580606	156618211	ENSRNOG00000061347	AABR07054490.1	1	0		1
3	158724977	158727999	ENSRNOG00000055988	SNORA17	1	0		1
3	159081846	159087021	ENSRNOG00000036782	Svs3b	1	0		1
3	159419271	159450586	ENSRNOG00000007805	Mybl2	1	0		1
3	159566963	159695256	ENSRNOG00000008146	Tox2	1	0		1
3	160115342	160142347	ENSRNOG00000010265	Ada	1	0		1
3	160205513	160219831	ENSRNOG00000010666	Wisp2	1	0		1
3	160408357	160445440	ENSRNOG00000012750	Pabpc1l	1	0		1
3	161041227	161052957	ENSRNOG00000028908	Eppin	1	0		1
3	161128089	161134212	ENSRNOG00000033980	Wfdc11	1	0		1
3	161234498	161241659	ENSRNOG00000015131	Ube2c	1	0		1
3	161303969	161324689	ENSRNOG00000016488	Pltp	1	0		1
3	161423588	161463379	ENSRNOG00000018111	Slc12a5	1	0		1
3	162027884	162038014	ENSRNOG00000031478	Zfp663	1	0		1
3	163136474	163139634	ENSRNOG00000052603	AABR07054608.1	1	0		1
3	165570220	165573224	ENSRNOG00000059528	U6	1	0		1
3	165678807	165702889	ENSRNOG00000042101	Zfp93	1	0		1
3	166266185	166280925	ENSRNOG00000057226	AABR07054662.1	1	0		1
3	168096985	168114320	ENSRNOG00000013062	Cyp24a1	1	0		1
3	170396902	170439493	ENSRNOG00000021560	Cass4	1	0		1
3	170473431	170478016	ENSRNOG00000005235	Fam209a	1	0		1
3	170547914	170558694	ENSRNOG00000005246	Tfap2c	1	0		1
3	171035557	171050975	ENSRNOG00000006420	Rbm38	1	0		1
3	171080404	171085099	ENSRNOG00000051547	AABR07054832.1	1	0		1
3	172369388	172376309	ENSRNOG00000058795	AABR07054855.1	1	0		1
3	172526607	172540277	ENSRNOG00000050697	Ctsz	1	0		1
3	172547858	172558614	ENSRNOG00000046151	Tubb1	1	0		1
3	175700780	175711865	ENSRNOG00000058983	Gata5	1	0		1
3	175767316	175770300	ENSRNOG00000057048	Mir1b	1	0		1
3	176436799	176443695	ENSRNOG00000043311	Birc7	1	0		1
3	176492368	176526518	ENSRNOG00000010326	Col20a1	1	0		1
3	176530060	176550464	ENSRNOG00000011202	Chrna4	1	0		1
3	176890306	176961280	ENSRNOG00000014592	Zbtb46	1	0		1
3	177176810	177181527	ENSRNOG00000016248	Sox18	1	0		1
3	177185644	177196394	ENSRNOG00000016288	Tcea2	1	0		1
3	177196187	177203925	ENSRNOG00000016547	Rgs19	1	0		1
3	177395492	177398885	ENSRNOG00000056555	AABR07054983.1	1	0		1
4	718038	730091	ENSRNOG00000006120	Shh	1	0		1
4	7295709	7314278	ENSRNOG00000008557	Abcb8	1	0		1
4	7320168	7344810	ENSRNOG00000009348	Nos3	1	0		1
4	13999361	14250218	ENSRNOG00000040108	Cd36	1	0		1
4	16496395	16671768	ENSRNOG00000005726	Pclo	1	0		1
4	17840023	17843020	ENSRNOG00000058964	7SK	1	0		1
4	27438109	27475550	ENSRNOG00000007937	Krit1	1	0		1
4	30249242	30278772	ENSRNOG00000008902	Pon1	1	0		1
4	30805479	31121590	ENSRNOG00000009700	Dync1i1	1	0		1
4	31607769	31732786	ENSRNOG00000009957	Slc25a13	1	0		1
4	34959939	34963150	ENSRNOG00000061072	AABR07059778.1	1	0		1
4	44570864	44581138	ENSRNOG00000057713	Cav2	1	0		1
4	45291937	45334820	ENSRNOG00000051905	Wnt2	1	0		1
4	48928369	48934942	ENSRNOG00000060822	AC116288.1	1	0		1
4	51612276	51644992	ENSRNOG00000006365	Asb15	1	0		1
4	56672432	56705049	ENSRNOG00000007100	Ccdc136	1	0		1
4	56802732	56821043	ENSRNOG00000007437	Irf5	1	0		1
4	57462866	57465871	ENSRNOG00000035624	Mir96	1	0		1
4	58064333	58197543	ENSRNOG00000011014	Copg2	1	0		1
4	60080038	60360962	ENSRNOG00000013211	Chchd3	1	0		1
4	62455294	62473860	ENSRNOG00000010573	Stra8	1	0		1
4	62480100	62529124	ENSRNOG00000026919	RGD1565367	1	0		1
4	62797177	62842757	ENSRNOG00000011184	Slc13a4	1	0		1
4	64373842	64833873	ENSRNOG00000026705	Dgki	1	0		1
4	65736085	65820921	ENSRNOG00000013428	Atp6v0a4	1	0		1
4	66371011	66383134	ENSRNOG00000006814	Klrg2	1	0		1
4	66849054	66902314	ENSRNOG00000008196	Parp12	1	0		1
4	70947217	70976406	ENSRNOG00000015394	Trpv5	1	0		1
4	78375744	78386077	ENSRNOG00000008416	Gimap5	1	0		1
4	78450224	78460579	ENSRNOG00000008465	Tmem176b	1	0		1
4	78616337	78623023	ENSRNOG00000032432	Doxl2	1	0		1
4	78665027	78685052	ENSRNOG00000054040	AC120721.1	1	0		1
4	78692047	78716183	ENSRNOG00000008816	Gpnmb	1	0		1
4	81203004	81233313	ENSRNOG00000010886	Nfe2l3	1	0		1
4	82284351	82287335	ENSRNOG00000049663	rno-mir-196b-1	1	0		1
4	83329829	83380604	ENSRNOG00000054078	AABR07060595.1	1	0		1
4	85212953	85216343	ENSRNOG00000033748	AABR07060610.1	1	0		1
4	87165114	87234697	ENSRNOG00000005478	Fkbp9	1	0		1
4	87237449	87283557	ENSRNOG00000005981	Nt5c3a	1	0		1
4	89183268	89283622	ENSRNOG00000007947	Fam13a	1	0		1
4	91371542	91972825	ENSRNOG00000029321	Ccser1	1	0		1
4	94694565	95443278	ENSRNOG00000006174	Grid2	1	0		1
4	98052342	98143882	ENSRNOG00000007270	Il12rb2	1	0		1
4	99236715	99243851	ENSRNOG00000007178	Cd8a	1	0		1
4	102138841	102141875	ENSRNOG00000054741	SNORA17	1	0		1
4	107881326	108010884	ENSRNOG00000006003	Ctnna2	1	0		1
4	113779806	113863724	ENSRNOG00000007288	M1ap	1	0		1
4	113888109	113899847	ENSRNOG00000008062	Dqx1	1	0		1
4	113966595	113985132	ENSRNOG00000059679	Rtkn	1	0		1
4	114832664	114851201	ENSRNOG00000009022	LOC103692165	1	0		1
4	115347991	115357195	ENSRNOG00000013222	Cd207	1	0		1
4	115386439	115413015	ENSRNOG00000013261	Vax2	1	0		1
4	115414180	115437706	ENSRNOG00000013573	Atp6v1b1	1	0		1
4	116314195	116788824	ENSRNOG00000059615	Exoc6b	1	0		1
4	116826486	116841708	ENSRNOG00000056916	AABR07061328.1	1	0		1
4	116855257	116877626	ENSRNOG00000055980	AABR07061333.2	1	0		1
4	116893483	116896506	ENSRNOG00000058095	SNORA17	1	0		1
4	116993414	117114053	ENSRNOG00000037871	Sfxn5	1	0		1
4	117550440	117554889	ENSRNOG00000061792	AC095078.2	1	0		1
4	117567168	117570748	ENSRNOG00000047507	Cml2	1	0		1
4	117652052	117665601	ENSRNOG00000058506	AC095078.1	1	0		1
4	118538277	118597980	ENSRNOG00000018159	Anxa4	1	0		1
4	119142570	119150758	ENSRNOG00000008838	Gkn1	1	0		1
4	119168845	119177829	ENSRNOG00000009256	Gkn2	1	0		1
4	119181635	119190651	ENSRNOG00000037782	Gkn3	1	0		1
4	120128694	120135417	ENSRNOG00000054709	AABR07061382.2	1	0		1
4	120181586	120184622	ENSRNOG00000060660	SNORA29	1	0		1
4	120193835	120392587	ENSRNOG00000012954	Eefsec	1	0		1
4	120825199	120842511	ENSRNOG00000016316	Mcm2	1	0		1
4	121043877	121053052	ENSRNOG00000026675	Prr20e	1	0		1
4	121182749	121185720	ENSRNOG00000056075	AABR07061390.2	1	0		1
4	122215105	122222499	ENSRNOG00000025934	LOC685964	1	0		1
4	122833036	122895621	ENSRNOG00000007338	Fbln2	1	0		1
4	123863325	123963381	ENSRNOG00000010213	Fgd5	1	0		1
4	125643462	125664888	ENSRNOG00000051463	AABR07061455.1	1	0		1
4	132138402	132152240	ENSRNOG00000030004	Ier3ip1	1	0		1
4	138794827	138832517	ENSRNOG00000005954	Il5ra	1	0		1
4	144637835	144872319	ENSRNOG00000006509	Srgap3	1	0		1
4	145376931	145392897	ENSRNOG00000009153	Cidec	1	0		1
4	145410830	145427103	ENSRNOG00000009204	Il17re	1	0		1
4	145424967	145440343	ENSRNOG00000027376	Il17rc	1	0		1
4	147714973	147721472	ENSRNOG00000010746	Rpl32	1	0		1
4	147842258	147850279	ENSRNOG00000025251	H1foo	1	0		1
4	148284453	148398648	ENSRNOG00000012297	March8	1	0		1
4	148768596	148806388	ENSRNOG00000013526	Rassf4	1	0		1
4	150131190	150143213	ENSRNOG00000031671	Rasgef1a	1	0		1
4	150201558	150246772	ENSRNOG00000014751	Ret	1	0		1
4	152628069	152734133	ENSRNOG00000010282	Ninj2	1	0		1
4	153327669	153350946	ENSRNOG00000042731	Slc25a18	1	0		1
4	153772086	153791828	ENSRNOG00000048169	Tuba8	1	0		1
4	153803593	153834930	ENSRNOG00000037198	Usp18	1	0		1
4	153872452	153912655	ENSRNOG00000012876	Slc6a13	1	0		1
4	155039129	155053829	ENSRNOG00000014918	Klrg1	1	0		1
4	155727368	155742593	ENSRNOG00000030870	LOC102550396	1	0		1
4	156960154	156966999	ENSRNOG00000054781	AC128967.2	1	0		1
4	157123598	157137329	ENSRNOG00000011796	C1r	1	0		1
4	157143092	157158009	ENSRNOG00000011971	C1s	1	0		1
4	157374684	157383505	ENSRNOG00000016143	Gpr162	1	0		1
4	159370759	159402034	ENSRNOG00000061684	Ndufa9	1	0		1
4	159401101	159426129	ENSRNOG00000059227	Akap3	1	0		1
4	159426840	159470355	ENSRNOG00000053178	Dyrk4	1	0		1
4	160416715	160422840	ENSRNOG00000059103	AABR07062069.1	1	0		1
4	161461043	161478680	ENSRNOG00000057585	AABR07062111.2	1	0		1
4	161516808	161520446	ENSRNOG00000056752	AABR07062112.1	1	0		1
4	161804284	161853275	ENSRNOG00000006709	Pzp	1	0		1
4	161949317	162027587	ENSRNOG00000007310	Klrb1b	1	0		1
4	162180658	162233259	ENSRNOG00000037076	LOC689757	1	0		1
4	162279174	162403135	ENSRNOG00000007866	Clec2d	1	0		1
4	162829907	162834383	ENSRNOG00000061420	AABR07062154.1	1	0		1
4	162931795	162944481	ENSRNOG00000059538	Clec2g	1	0		1
4	163040641	163051484	ENSRNOG00000056783	Cd69	1	0		1
4	163140632	163160144	ENSRNOG00000053638	Clec12b	1	0		1
4	164469897	164693805	ENSRNOG00000051447	Ly49s4	1	0		1
4	164469897	164903257	ENSRNOG00000051600	Klra5	1	0		1
4	166663156	166666208	ENSRNOG00000053632	5_8S_rRNA	1	0		1
4	166867982	166871799	ENSRNOG00000005717	Tas2r121	1	0		1
4	170563867	170623103	ENSRNOG00000008933	Plbd1	1	0		1
4	170659498	170742674	ENSRNOG00000009031	Gucy2c	1	0		1
4	170830351	170843587	ENSRNOG00000005670	Art4	1	0		1
4	170913423	170935018	ENSRNOG00000005809	Arhgdib	1	0		1
4	175969049	176028563	ENSRNOG00000047493	Slco1a4	1	0		1
4	176445358	176530510	ENSRNOG00000031249	Slco1a2	1	0		1
4	176581397	176608782	ENSRNOG00000012602	Recql	1	0		1
4	176627400	176641508	ENSRNOG00000053700	Spx	1	0		1
4	176638129	176682215	ENSRNOG00000059753	Gys2	1	0		1
4	181240938	181269134	ENSRNOG00000026883	Smco2	1	0		1
4	181674967	181679888	ENSRNOG00000053496	AABR07062539.2	1	0		1
4	182480794	182565936	ENSRNOG00000001851	Far2	1	0		1
5	2810731	2843983	ENSRNOG00000007258	Sbspon	1	0		1
5	3683881	3686904	ENSRNOG00000058595	SNORA17	1	0		1
5	3945115	3953633	ENSRNOG00000058240	AABR07046732.1	1	0		1
5	5707992	5731060	ENSRNOG00000021792	Prdm14	1	0		1
5	5864497	5990167	ENSRNOG00000008966	Slco5a1	1	0		1
5	7627271	7944222	ENSRNOG00000005391	Prex2	1	0		1
5	8457260	8575155	ENSRNOG00000005655	Cpa6	1	0		1
5	9402696	9432259	ENSRNOG00000007069	Adhfe1	1	0		1
5	16731390	16734418	ENSRNOG00000055704	SNORA17	1	0		1
5	16766524	16785047	ENSRNOG00000012088	LOC100364265	1	0		1
5	17055919	17064237	ENSRNOG00000008943	Penk	1	0		1
5	17555618	17595110	ENSRNOG00000058921	AABR07047054.2	1	0		1
5	22245156	22254457	ENSRNOG00000058791	AABR07047174.3	1	0		1
5	24274754	24282551	ENSRNOG00000055469	AABR07047213.1	1	0		1
5	25347528	25354161	ENSRNOG00000015160	Gem	1	0		1
5	27613919	27616955	ENSRNOG00000054161	SNORA17	1	0		1
5	28132568	28320343	ENSRNOG00000006498	Lrrc69	1	0		1
5	28393097	28443425	ENSRNOG00000006697	Tmem55a	1	0		1
5	32628966	32958559	ENSRNOG00000056330	Cnbd1	1	0		1
5	33095254	33507967	ENSRNOG00000006084	Cngb3	1	0		1
5	39563742	39613453	ENSRNOG00000007680	Fhl5	1	0		1
5	47851418	47892168	ENSRNOG00000006487	Casp8ap2	1	0		1
5	57423234	57431645	ENSRNOG00000009797	Aqp3	1	0		1
5	57945316	58018492	ENSRNOG00000013734	Dnai1	1	0		1
5	58021885	58034268	ENSRNOG00000055171	AABR07048040.1	1	0		1
5	58180526	58185417	ENSRNOG00000015668	Ccl19	1	0		1
5	58197180	58201182	ENSRNOG00000034290	Ccl21	1	0		1
5	58503100	58716076	ENSRNOG00000008237	Unc13b	1	0		1
5	58942527	58952773	ENSRNOG00000017485	Cd72	1	0		1
5	59225799	59229019	ENSRNOG00000039336	Hrct1	1	0		1
5	59413676	59447147	ENSRNOG00000014838	Glipr2	1	0		1
5	60514066	60517060	ENSRNOG00000046591	AABR07048075.1	1	0		1
5	61394908	61413212	ENSRNOG00000011320	Igfbpl1	1	0		1
5	62640145	62686364	ENSRNOG00000023309	Anks6	1	0		1
5	63779401	63822137	ENSRNOG00000005964	Nr4a3	1	0		1
5	64928120	65075412	ENSRNOG00000005723	Grin3a	1	0		1
5	67851680	68141599	ENSRNOG00000007575	Lppr1	1	0		1
5	69035218	69038218	ENSRNOG00000060997	U6	1	0		1
5	71740511	71823639	ENSRNOG00000032048	Zfp462	1	0		1
5	72282813	72290069	ENSRNOG00000016299	Klf4	1	0		1
5	76110238	76131841	ENSRNOG00000015072	Ptgr1	1	0		1
5	76673490	76758547	ENSRNOG00000016334	Ptbp3	1	0		1
5	76858115	76998451	ENSRNOG00000016780	RGD1310951	1	0		1
5	77050084	77158415	ENSRNOG00000017132	Snx30	1	0		1
5	78382044	78409550	ENSRNOG00000024506	LOC500475	1	0		1
5	78975178	78988390	ENSRNOG00000006889	Ambp	1	0		1
5	79000959	79010763	ENSRNOG00000007080	Kif12	1	0		1
5	79177017	79183320	ENSRNOG00000007886	Orm1	1	0		1
5	79456784	79459787	ENSRNOG00000058107	U6	1	0		1
5	79664265	79693658	ENSRNOG00000048321	Tnfsf8	1	0		1
5	86869473	86872786	ENSRNOG00000047928	AABR07048653.1	1	0		1
5	98384891	98406583	ENSRNOG00000029318	Tyrp1	1	0		1
5	99006873	99180466	ENSRNOG00000037039	RGD1306186	1	0		1
5	100774931	100812718	ENSRNOG00000055709	AABR07049033.1	1	0		1
5	101304482	101408056	ENSRNOG00000042603	Ttc39b	1	0		1
5	101637068	102011464	ENSRNOG00000033445	Ccdc171	1	0		1
5	106407056	106731184	ENSRNOG00000024402	Focad	1	0		1
5	106732013	106760432	ENSRNOG00000005772	Hacd4	1	0		1
5	106864692	106868146	ENSRNOG00000006268	Ifnb1	1	0		1
5	107352954	107357776	ENSRNOG00000052145	AABR07049134.3	1	0		1
5	107845451	107860504	ENSRNOG00000006735	Cdkn2b	1	0		1
5	115506167	115509128	ENSRNOG00000059090	U7	1	0		1
5	117049860	117340836	ENSRNOG00000007551	Inadl	1	0		1
5	122550905	122644602	ENSRNOG00000006999	Wdr78	1	0		1
5	122766379	122830798	ENSRNOG00000022890	RGD1562532	1	0		1
5	124439893	124542656	ENSRNOG00000030938	RGD1564074	1	0		1
5	124573579	124644969	ENSRNOG00000007706	Prkaa2	1	0		1
5	124687814	124765998	ENSRNOG00000008116	Ppap2b	1	0		1
5	126071346	126083098	ENSRNOG00000006543	Bsnd	1	0		1
5	127040886	127043880	ENSRNOG00000050174	AABR07049535.1	1	0		1
5	127089719	127092842	ENSRNOG00000059958	7SK	1	0		1
5	127568714	127616533	ENSRNOG00000011644	Slc1a7	1	0		1
5	127768170	127790067	ENSRNOG00000029333	Echdc2	1	0		1
5	129446479	129738752	ENSRNOG00000008523	Faf1	1	0		1
5	133707728	133712112	ENSRNOG00000007759	Foxd2	1	0		1
5	133862398	133879330	ENSRNOG00000025051	Tal1	1	0		1
5	133889260	133897861	ENSRNOG00000060975	AABR07049701.1	1	0		1
5	136667274	136704197	ENSRNOG00000019484	Slc6a9	1	0		1
5	136765708	136967591	ENSRNOG00000019843	St3gal3	1	0		1
5	137269004	137283698	ENSRNOG00000028377	Mpl	1	0		1
5	137294032	137323501	ENSRNOG00000020173	Tie1	1	0		1
5	137526728	137530576	ENSRNOG00000061137	AABR07049778.1	1	0		1
5	137583161	137587008	ENSRNOG00000045867	Olr860	1	0		1
5	138009360	138022144	ENSRNOG00000007232	Lao1	1	0		1
5	138227355	138241706	ENSRNOG00000000335	Ermap	1	0		1
5	139595331	139599122	ENSRNOG00000046607	Cited4	1	0		1
5	139960602	139980364	ENSRNOG00000011502	Col9a2	1	0		1
5	140886573	140904707	ENSRNOG00000015283	Nt5c1a	1	0		1
5	140921514	140941405	ENSRNOG00000015318	Heyl	1	0		1
5	141006962	141035911	ENSRNOG00000030155	Bmp8a	1	0		1
5	141038968	141365924	ENSRNOG00000016047	Macf1	1	0		1
5	142507986	142514265	ENSRNOG00000052899	AABR07049886.2	1	0		1
5	142686626	142696883	ENSRNOG00000007541	Fhl3	1	0		1
5	142873373	142908895	ENSRNOG00000037340	Epha10	1	0		1
5	142984126	143008331	ENSRNOG00000009656	Rspo1	1	0		1
5	143052867	143064626	ENSRNOG00000024957	Dnali1	1	0		1
5	144157708	144161910	ENSRNOG00000024818	Eva1b	1	0		1
5	144740456	144764187	ENSRNOG00000027595	Tfap2e	1	0		1
5	145255314	145305036	ENSRNOG00000014302	Dlgap3	1	0		1
5	146381542	146739918	ENSRNOG00000007057	Csmd2	1	0		1
5	147554418	147586438	ENSRNOG00000008300	Zbtb8a	1	0		1
5	147711763	147716985	ENSRNOG00000009113	Marcksl1	1	0		1
5	148469561	148494632	ENSRNOG00000012989	Serinc2	1	0		1
5	148988345	148991369	ENSRNOG00000059967	SNORA17	1	0		1
5	150287626	150325463	ENSRNOG00000010531	Oprd1	1	0		1
5	151410982	151418190	ENSRNOG00000009505	Cd164l2	1	0		1
5	151434064	151448828	ENSRNOG00000008936	Map3k6	1	0		1
5	151689708	151700746	ENSRNOG00000056153	Fam46b	1	0		1
5	151739417	151753097	ENSRNOG00000055933	Kdf1	1	0		1
5	152322416	152326869	ENSRNOG00000015403	Cd52	1	0		1
5	152429525	152449175	ENSRNOG00000016312	Catsper4	1	0		1
5	152462022	152467250	ENSRNOG00000016392	Zfp593	1	0		1
5	152530949	152547679	ENSRNOG00000016543	Trim63	1	0		1
5	152774355	152922743	ENSRNOG00000017087	Man1c1	1	0		1
5	153011052	153017864	ENSRNOG00000057126	AABR07050134.1	1	0		1
5	153195059	153233187	ENSRNOG00000017130	Rhd	1	0		1
5	154487190	154491723	ENSRNOG00000026124	Id3	1	0		1
5	154596358	154635186	ENSRNOG00000011794	Tcea3	1	0		1
5	155245947	155254403	ENSRNOG00000012749	C1qb	1	0		1
5	155791829	155798114	ENSRNOG00000013566	LOC690206	1	0		1
5	156611341	156627029	ENSRNOG00000014909	Sh2d5	1	0		1
5	156703079	156736941	ENSRNOG00000015677	Cda	1	0		1
5	157162941	157188143	ENSRNOG00000016647	Pla2g2c	1	0		1
5	157502540	157521031	ENSRNOG00000049761	Htr6	1	0		1
5	157524013	157538064	ENSRNOG00000049402	Nbl1	1	0		1
5	159240913	159259099	ENSRNOG00000037079	Padi6	1	0		1
5	159308500	159338829	ENSRNOG00000006950	Padi3	1	0		1
5	159509885	159532137	ENSRNOG00000008052	Atp13a2	1	0		1
5	159531802	159540250	ENSRNOG00000008257	Mfap2	1	0		1
5	159610362	159638576	ENSRNOG00000009058	Spata21	1	0		1
5	159732438	159743274	ENSRNOG00000023346	Rsg1	1	0		1
5	159753135	159774199	ENSRNOG00000047967	Arhgef19	1	0		1
5	160170333	160177098	ENSRNOG00000011970	Tmem82	1	0		1
5	161034509	161037768	ENSRNOG00000060181	AABR07050321.2	1	0		1
5	161886942	161890201	ENSRNOG00000030596	LOC100359951	1	0		1
5	162806246	162843883	ENSRNOG00000015736	Dhrs3	1	0		1
5	164235002	164242788	ENSRNOG00000055071	AABR07050415.1	1	0		1
5	164418765	164504869	ENSRNOG00000033792	RGD1565622	1	0		1
5	164913406	164930269	ENSRNOG00000008911	Draxin	1	0		1
5	165782395	165920845	ENSRNOG00000013498	Pex14	1	0		1
5	167193581	167211891	ENSRNOG00000036951	Slc2a7	1	0		1
5	167225746	167247186	ENSRNOG00000021355	Car6	1	0		1
5	169293404	169333563	ENSRNOG00000010270	Espn	1	0		1
5	169355117	169450719	ENSRNOG00000010580	Acot7	1	0		1
5	169450093	169463213	ENSRNOG00000010718	Gpr153	1	0		1
5	169516812	169567607	ENSRNOG00000011268	Chd5	1	0		1
