Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
10	118855103	118872209	ENSMUSG00000028630	Dyrk2	3	0	0	3
10	121545955	121588787	ENSMUSG00000020115	Tbk1	3	0	0	3
10	122676762	122946295	ENSMUSG00000034613	Ppm1h	3	0	0	3
10	127163225	127172830	ENSMUSG00000006731	B4galnt1	3	0	0	3
10	127170893	127182645	ENSMUSG00000040441	Slc26a10	3	0	0	3
10	127378327	127499884	ENSMUSG00000025404	R3hdm2	3	0	0	3
10	127737538	127747849	ENSMUSG00000044617	Zbtb39	3	0	0	3
10	127757721	127768797	ENSMUSG00000089789	Rdh1	3	0	0	3
10	128033575	128049137	ENSMUSG00000061315	Naca	3	0	0	3
10	128223838	128232312	ENSMUSG00000025389	Mip	3	0	0	3
10	128268559	128293349	ENSMUSG00000040033	Stat2	3	0	0	3
10	128630343	128647991	ENSMUSG00000002578	Ikzf4	3	0	0	3
10	128719634	128746855	ENSMUSG00000025357	Dgka	3	0	0	3
10	128898989	128913322	ENSMUSG00000025351	Cd63	3	0	0	3
11	3937041	3978778	ENSMUSG00000034493	4930556J24Rik	3	0	0	3
11	4096539	4125415	ENSMUSG00000003585	Sec14l2	3	0	0	3
11	4140623	4162293	ENSMUSG00000051427	Ccdc157	3	0	0	3
11	4158350	4183041	ENSMUSG00000002129	Sf3a1	3	0	0	3
11	5275824	5446847	ENSMUSG00000041961	Znrf3	3	0	0	3
11	5760129	5785210	ENSMUSG00000083844	Ube2d-ps	3	0	0	3
11	6544887	6597244	ENSMUSG00000000378	Ccm2	3	0	0	3
11	6615098	6628067	ENSMUSG00000000384	Tbrg4	3	0	0	3
11	6649648	6662233	ENSMUSG00000086373	Gm11978	3	0	0	3
11	6656521	6677975	ENSMUSG00000041046	Ramp3	3	0	0	3
11	18879317	19020985	ENSMUSG00000020160	Meis1	3	0	0	3
11	20199432	20227356	ENSMUSG00000020149	Rab1a	3	0	0	3
11	22759238	22862961	ENSMUSG00000051650	B3gnt2	3	0	0	3
11	29742548	30028033	ENSMUSG00000044072	Eml6	3	0	0	3
11	32187041	32202279	ENSMUSG00000020279	Il9r	3	0	0	3
11	32203415	32209484	ENSMUSG00000040767	Snrnp25	3	0	0	3
11	32225128	32269707	ENSMUSG00000020289	Nprl3	3	0	0	3
11	43526784	43587497	ENSMUSG00000044707	Ccnjl	3	0	0	3
11	44610337	44619016	ENSMUSG00000102563	Gm37695	3	0	0	3
11	49792178	49839113	ENSMUSG00000020363	Gfpt2	3	0	0	3
11	51691764	51765634	ENSMUSG00000036391	Sec24a	3	0	0	3
11	53455205	53468266	ENSMUSG00000018387	Shroom1	3	0	0	3
11	53768014	53778874	ENSMUSG00000018899	Irf1	3	0	0	3
11	53864042	53893660	ENSMUSG00000018900	Slc22a5	3	0	0	3
11	55446141	55463239	ENSMUSG00000018585	Atox1	3	0	0	3
11	55467685	55505338	ENSMUSG00000018583	G3bp1	3	0	0	3
11	58305069	58315127	ENSMUSG00000037243	Zfp692	3	0	0	3
11	59783397	59789645	ENSMUSG00000043648	Pld6	3	0	0	3
11	59817295	59841838	ENSMUSG00000019373	Cops3	3	0	0	3
11	59946206	59962705	ENSMUSG00000061650	Med9	3	0	0	3
11	60828631	60860695	ENSMUSG00000042569	Dhrs7b	3	0	0	3
11	61488312	61496406	ENSMUSG00000001034	Mapk7	3	0	0	3
11	62456460	62514917	ENSMUSG00000014245	Pigl	3	0	0	3
11	62572486	62601015	ENSMUSG00000018507	Trpv2	3	0	0	3
11	62699856	62733905	ENSMUSG00000005267	Zfp287	3	0	0	3
11	65001539	65164961	ENSMUSG00000033389	Arhgap44	3	0	0	3
11	67076300	67102791	ENSMUSG00000020908	Myh3	3	0	0	3
11	68820934	68873858	ENSMUSG00000018736	Ndel1	3	0	0	3
11	68985197	69010460	ENSMUSG00000020899	Pfas	3	0	0	3
11	69093217	69110460	ENSMUSG00000020893	Per1	3	0	0	3
11	69217617	69239036	ENSMUSG00000020890	Gucy2e	3	0	0	3
11	69398008	69415675	ENSMUSG00000018476	Kdm6b	3	0	0	3
11	69630990	69653797	ENSMUSG00000018765	Fxr2	3	0	0	3
11	69680138	69691641	ENSMUSG00000085890	Tnfsf13os	3	0	0	3
11	69733497	69760637	ENSMUSG00000005198	Polr2a	3	0	0	3
11	69783536	69797943	ENSMUSG00000041189	Chrnb1	3	0	0	3
11	69844376	69852558	ENSMUSG00000019461	Plscr3	3	0	0	3
11	69877761	69883406	ENSMUSG00000046731	Kctd11	3	0	0	3
11	69881067	69897539	ENSMUSG00000001588	Acap1	3	0	0	3
11	69896852	69902987	ENSMUSG00000018570	2810408A11Rik	3	0	0	3
11	69942039	69950188	ENSMUSG00000018566	Slc2a4	3	0	0	3
11	70240957	70257353	ENSMUSG00000000320	Alox12	3	0	0	3
11	70538064	70558610	ENSMUSG00000020828	Pld2	3	0	0	3
11	70643696	70649479	ENSMUSG00000014606	Slc25a11	3	0	0	3
11	70668963	70690105	ENSMUSG00000040712	Camta2	3	0	0	3
11	70698548	70732464	ENSMUSG00000020821	Kif1c	3	0	0	3
11	71747920	71790147	ENSMUSG00000020811	Wscd1	3	0	0	3
11	72439355	72452268	ENSMUSG00000040463	Mybbp1a	3	0	0	3
11	72605283	72686981	ENSMUSG00000020794	Ube2g1	3	0	0	3
11	72688006	72772646	ENSMUSG00000020790	Ankfy1	3	0	0	3
11	75177143	75193241	ENSMUSG00000078789	Dph1	3	0	0	3
11	75409269	75424701	ENSMUSG00000000753	Serpinf1	3	0	0	3
11	75511540	75527082	ENSMUSG00000038188	Scarf1	3	0	0	3
11	75677259	75707408	ENSMUSG00000017776	Crk	3	0	0	3
11	76996603	77032840	ENSMUSG00000020838	Slc6a4	3	0	0	3
11	77089415	77190968	ENSMUSG00000050944	Efcab5	3	0	0	3
11	77460411	77470984	ENSMUSG00000020836	Coro6	3	0	0	3
11	77469985	77491678	ENSMUSG00000037907	Ankrd13b	3	0	0	3
11	77684155	77742421	ENSMUSG00000037857	Nufip2	3	0	0	3
11	78092660	78157200	ENSMUSG00000037750	Fam222b	3	0	0	3
11	78299529	78322957	ENSMUSG00000002055	Spag5	3	0	0	3
11	78471830	78499754	ENSMUSG00000050132	Sarm1	3	0	0	3
11	83440268	83465071	ENSMUSG00000020682	Mmp28	3	0	0	3
11	83751696	83784254	ENSMUSG00000000976	Heatr6	3	0	0	3
11	83962428	84045078	ENSMUSG00000034940	Synrg	3	0	0	3
11	84517784	84527535	ENSMUSG00000018698	Lhx1	3	0	0	3
11	84820356	84830994	ENSMUSG00000034449	Dhrs11	3	0	0	3
11	87566903	87591039	ENSMUSG00000020486	Sept4	3	0	0	3
11	87590162	87616802	ENSMUSG00000018401	Mtmr4	3	0	0	3
11	93949314	93958259	ENSMUSG00000020857	Nme2	3	0	0	3
11	95829574	95844476	ENSMUSG00000018381	Abi3	3	0	0	3
11	96249105	96265368	ENSMUSG00000078706	Gm53	3	0	0	3
11	96787127	96809140	ENSMUSG00000018666	Cbx1	3	0	0	3
11	97034102	97043407	ENSMUSG00000020878	Lrrc46	3	0	0	3
11	97688323	97702497	ENSMUSG00000018537	Pcgf2	3	0	0	3
11	97744981	97768556	ENSMUSG00000018541	Cwc25	3	0	0	3
11	98036123	98055462	ENSMUSG00000017400	Stac2	3	0	0	3
11	98356368	98381612	ENSMUSG00000018167	Stard3	3	0	0	3
11	98464402	98548031	ENSMUSG00000018168	Ikzf3	3	0	0	3
11	98905801	98924440	ENSMUSG00000017499	Cdc6	3	0	0	3
11	101068012	101078172	ENSMUSG00000001751	Naglu	3	0	0	3
11	101095822	101121893	ENSMUSG00000017802	Retreg3	3	0	0	3
11	101153907	101162287	ENSMUSG00000045007	Tubg2	3	0	0	3
11	101258567	101277909	ENSMUSG00000035112	Wnk4	3	0	0	3
11	101328605	101342438	ENSMUSG00000019326	Aoc3	3	0	0	3
11	101423085	101436173	ENSMUSG00000035007	Rundc1	3	0	0	3
11	101446407	101459198	ENSMUSG00000010358	Ifi35	3	0	0	3
11	102187620	102194581	ENSMUSG00000034793	G6pc3	3	0	0	3
11	102246882	102265687	ENSMUSG00000034773	BC030867	3	0	0	3
11	102436481	102449682	ENSMUSG00000034685	Fam171a2	3	0	0	3
11	103099682	103112700	ENSMUSG00000056938	Acbd4	3	0	0	3
11	103726864	103751821	ENSMUSG00000018486	Wnt9b	3	0	0	3
11	103821282	103956056	ENSMUSG00000034187	Nsf	3	0	0	3
11	105992675	106005943	ENSMUSG00000101605	Ace3	3	0	0	3
11	106006124	106035049	ENSMUSG00000001901	Kcnh6	3	0	0	3
11	106034872	106059824	ENSMUSG00000049354	Dcaf7	3	0	0	3
11	106162830	106204168	ENSMUSG00000069631	Strada	3	0	0	3
11	106787252	106820430	ENSMUSG00000018372	Cep95	3	0	0	3
11	107477484	107504862	ENSMUSG00000020720	Psmd12	3	0	0	3
11	107545930	107694326	ENSMUSG00000020721	Helz	3	0	0	3
11	109224855	109300129	ENSMUSG00000020599	Rgs9	3	0	0	3
11	109471374	109573830	ENSMUSG00000020604	Arsg	3	0	0	3
11	110397122	110526022	ENSMUSG00000020623	Map2k6	3	0	0	3
11	115332731	115347427	ENSMUSG00000018862	Otop3	3	0	0	3
11	115438545	115448770	ENSMUSG00000070332	Trim80	3	0	0	3
11	115562434	115584485	ENSMUSG00000020739	Nup85	3	0	0	3
11	115613462	115627207	ENSMUSG00000097020	Gm26613	3	0	0	3
11	116440825	116468241	ENSMUSG00000070331	Qrich2	3	0	0	3
11	116584432	116598180	ENSMUSG00000020804	Aanat	3	0	0	3
11	116850440	116876135	ENSMUSG00000020818	Mfsd11	3	0	0	3
11	117074790	117079455	ENSMUSG00000086859	Snhg20	3	0	0	3
11	118405789	118421086	ENSMUSG00000025575	Cant1	3	0	0	3
11	119020962	119031770	ENSMUSG00000025577	Cbx2	3	0	0	3
11	119342925	119357536	ENSMUSG00000005043	Sgsh	3	0	0	3
11	119353557	119381579	ENSMUSG00000039908	Slc26a11	3	0	0	3
11	120368555	120380764	ENSMUSG00000025384	Faap100	3	0	0	3
11	120464366	120469607	ENSMUSG00000057594	Arl16	3	0	0	3
11	120528699	120539486	ENSMUSG00000025127	Gcgr	3	0	0	3
11	120653288	120663175	ENSMUSG00000042988	Notum	3	0	0	3
11	120710442	120715738	ENSMUSG00000025144	Cenpx	3	0	0	3
11	120961249	120993330	ENSMUSG00000025162	Csnk1d	3	0	0	3
11	121202433	121223155	ENSMUSG00000039307	Hexdc	3	0	0	3
11	121222088	121231322	ENSMUSG00000039294	BC017643	3	0	0	3
11	121235253	121256356	ENSMUSG00000000056	Narf	3	0	0	3
11	121257990	121310396	ENSMUSG00000039275	Foxk2	3	0	0	3
12	4080583	4111106	ENSMUSG00000020657	Dnajc27	3	0	0	3
12	8509201	8563181	ENSMUSG00000112276	5033421B08Rik	3	0	0	3
12	16670115	16802886	ENSMUSG00000036523	Greb1	3	0	0	3
12	17002819	17013727	ENSMUSG00000071398	2410004P03Rik	3	0	0	3
12	24570283	24617891	ENSMUSG00000020656	Grhl1	3	0	0	3
12	24649274	24663289	ENSMUSG00000020653	Klf11	3	0	0	3
12	32918884	32955789	ENSMUSG00000097494	4933406C10Rik	3	0	0	3
12	51689033	51745286	ENSMUSG00000020955	Ap4s1	3	0	0	3
12	70648182	70694280	ENSMUSG00000114005	Gm24474	3	0	0	3
12	80505206	80518454	ENSMUSG00000112701	2310002D06Rik	3	0	0	3
12	80753543	80762687	ENSMUSG00000062961	Ccdc177	3	0	0	3
12	80788510	80881335	ENSMUSG00000021133	Susd6	3	0	0	3
12	84344809	84363833	ENSMUSG00000021234	Fam161b	3	0	0	3
12	84373357	84411029	ENSMUSG00000021236	Entpd5	3	0	0	3
12	84567762	84595957	ENSMUSG00000021239	Vsx2	3	0	0	3
12	84754062	84775152	ENSMUSG00000021242	Npc2	3	0	0	3
12	84917648	84972900	ENSMUSG00000042350	Arel1	3	0	0	3
12	86056245	86081041	ENSMUSG00000021253	Tgfb3	3	0	0	3
12	88279858	88284770	ENSMUSG00000113133	Gm21039	3	0	0	3
12	100777057	100897481	ENSMUSG00000021185	Dglucy	3	0	0	3
12	101038909	101085702	ENSMUSG00000041846	Ppp4r3a	3	0	0	3
12	105331870	105384432	ENSMUSG00000097929	Tunar	3	0	0	3
12	110887264	110972894	ENSMUSG00000021275	Tecpr2	3	0	0	3
12	112410523	112425212	ENSMUSG00000047828	A730018C14Rik	3	0	0	3
12	112945863	112952512	ENSMUSG00000097476	Gm26583	3	0	0	3
12	113138236	113146006	ENSMUSG00000006356	Crip2	3	0	0	3
12	113418058	113424730	ENSMUSG00000076617	Ighm	3	0	0	3
13	6579268	6650777	ENSMUSG00000021196	Pfkp	3	0	0	3
13	12614557	12652388	ENSMUSG00000097715	Gpr137b-ps	3	0	0	3
13	24580189	24734316	ENSMUSG00000036006	Ripor2	3	0	0	3
13	24986983	25022379	ENSMUSG00000021339	Mrs2	3	0	0	3
13	29906075	29988063	ENSMUSG00000016477	E2f3	3	0	0	3
13	35657833	35874563	ENSMUSG00000059288	Cdyl	3	0	0	3
13	43537893	43562191	ENSMUSG00000021371	Mcur1	3	0	0	3
13	44399936	44457303	ENSMUSG00000098107	Gm27007	3	0	0	3
13	44471926	44506548	ENSMUSG00000113010	Gm34084	3	0	0	3
13	45233635	45336088	ENSMUSG00000113772	Gm47448	3	0	0	3
13	45387742	45412522	ENSMUSG00000038175	Mylip	3	0	0	3
13	51377636	51420686	ENSMUSG00000112959	Gm32834	3	0	0	3
13	54758360	54768595	ENSMUSG00000034891	Sncb	3	0	0	3
13	55343333	55364783	ENSMUSG00000021484	Lman2	3	0	0	3
13	55472929	55490111	ENSMUSG00000034675	Dbn1	3	0	0	3
13	55522731	55531296	ENSMUSG00000035711	Dok3	3	0	0	3
13	56436355	56474739	ENSMUSG00000021509	Slc25a48	3	0	0	3
13	56701010	56742877	ENSMUSG00000021540	Smad5	3	0	0	3
13	59634126	59677811	ENSMUSG00000021556	Golm1	3	0	0	3
13	59699306	59712330	ENSMUSG00000050876	Spata31d1a	3	0	0	3
13	59758435	59784245	ENSMUSG00000114763	Gm49354	3	0	0	3
13	69531746	69636280	ENSMUSG00000021595	Nsun2	3	0	0	3
13	73258479	73270108	ENSMUSG00000021604	Irx4	3	0	0	3
13	92609091	92712447	ENSMUSG00000021703	Serinc5	3	0	0	3
13	98277887	98307654	ENSMUSG00000096330	Gm21976	3	0	0	3
13	98992151	98997918	ENSMUSG00000114203	Gm35279	3	0	0	3
13	100845433	100978415	ENSMUSG00000100596	Gm29502	3	0	0	3
13	104022557	104111614	ENSMUSG00000021710	Nln	3	0	0	3
13	108002215	108160623	ENSMUSG00000068184	Ndufaf2	3	0	0	3
13	111438729	111551947	ENSMUSG00000116016	AC118475.1	3	0	0	3
13	112985802	112991277	ENSMUSG00000042417	Ccno	3	0	0	3
13	113291159	113380211	ENSMUSG00000021763	BC067074	3	0	0	3
14	20139557	20183809	ENSMUSG00000023243	Kcnk5	3	0	0	3
14	20658446	20670354	ENSMUSG00000039376	Synpo2l	3	0	0	3
14	20705552	20724119	ENSMUSG00000021819	Zswim8	3	0	0	3
14	21845355	21850977	ENSMUSG00000021773	Comtd1	3	0	0	3
14	28904443	29723864	ENSMUSG00000021991	Cacna2d3	3	0	0	3
14	30928680	30945289	ENSMUSG00000006529	Itih1	3	0	0	3
14	31639028	31669079	ENSMUSG00000021900	Btd	3	0	0	3
14	34526103	34590682	ENSMUSG00000021798	Ldb3	3	0	0	3
14	46527676	46639408	ENSMUSG00000115781	Gm49319	3	0	0	3
14	46866076	46884757	ENSMUSG00000115100	Gm34934	3	0	0	3
14	47240444	47278857	ENSMUSG00000037572	Wdhd1	3	0	0	3
14	47448421	47532462	ENSMUSG00000037536	Fbxo34	3	0	0	3
14	49170226	49191531	ENSMUSG00000036282	Naa30	3	0	0	3
14	51982719	52006751	ENSMUSG00000004562	Arhgef40	3	0	0	3
14	52005577	52022733	ENSMUSG00000049295	Zfp219	3	0	0	3
14	54541285	54556616	ENSMUSG00000022177	Haus4	3	0	0	3
14	54684216	54691241	ENSMUSG00000040822	1700123O20Rik	3	0	0	3
14	54852236	54872961	ENSMUSG00000057156	Homez	3	0	0	3
14	55051869	55076373	ENSMUSG00000093452	Zfhx2os	3	0	0	3
14	55488651	55508772	ENSMUSG00000022211	Carmil3	3	0	0	3
14	55528328	55544399	ENSMUSG00000115778	Gm10876	3	0	0	3
14	55558006	55570565	ENSMUSG00000022214	Dcaf11	3	0	0	3
14	55601571	55610530	ENSMUSG00000002325	Irf9	3	0	0	3
14	55624900	55637957	ENSMUSG00000002319	Ipo4	3	0	0	3
14	55821144	55834443	ENSMUSG00000023411	Nfatc4	3	0	0	3
14	63120462	63146423	ENSMUSG00000021939	Ctsb	3	0	0	3
14	63519151	63545982	ENSMUSG00000035078	Mtmr9	3	0	0	3
14	63604503	63821309	ENSMUSG00000035067	Xkr6	3	0	0	3
14	64948045	65040332	ENSMUSG00000021975	Ints9	3	0	0	3
14	65356389	65399430	ENSMUSG00000034522	Zfp395	3	0	0	3
14	66133039	66153448	ENSMUSG00000022041	Chrna2	3	0	0	3
14	66152757	66283052	ENSMUSG00000059456	Ptk2b	3	0	0	3
14	66633251	66771668	ENSMUSG00000045875	Adra1a	3	0	0	3
14	67231292	67431418	ENSMUSG00000022053	Ebf2	3	0	0	3
14	70543251	70549433	ENSMUSG00000033589	Reep4	3	0	0	3
14	70575637	70583188	ENSMUSG00000045211	Nudt18	3	0	0	3
14	76412961	76508265	ENSMUSG00000022010	Tsc22d1	3	0	0	3
15	5141861	5182399	ENSMUSG00000050697	Prkaa1	3	0	0	3
15	12807677	12826649	ENSMUSG00000022195	6030458C11Rik	3	0	0	3
15	25841180	25974187	ENSMUSG00000022270	Retreg1	3	0	0	3
15	31455391	31533053	ENSMUSG00000039100	March6	3	0	0	3
15	36770270	36798929	ENSMUSG00000022285	Ywhaz	3	0	0	3
15	38239202	38257310	ENSMUSG00000115307	Gm49313	3	0	0	3
15	38290963	38302706	ENSMUSG00000037465	Klf10	3	0	0	3
15	58175379	58216932	ENSMUSG00000022358	Fbxo32	3	0	0	3
15	58508048	58665592	ENSMUSG00000037106	Fer1l6	3	0	0	3
15	59372247	59602184	ENSMUSG00000059586	Nsmce2	3	0	0	3
15	63928597	64062478	ENSMUSG00000022378	Fam49b	3	0	0	3
15	75640129	75654143	ENSMUSG00000099034	2810039B14Rik	3	0	0	3
15	75883637	75890770	ENSMUSG00000098678	Mroh6	3	0	0	3
15	75915977	75923560	ENSMUSG00000022571	Pycrl	3	0	0	3
15	76069682	76082924	ENSMUSG00000002524	Puf60	3	0	0	3
15	76475422	76502413	ENSMUSG00000022556	Hsf1	3	0	0	3
15	76532713	76537366	ENSMUSG00000116376	AC157566.4	3	0	0	3
15	76595303	76609591	ENSMUSG00000034022	Cpsf1	3	0	0	3
15	76621587	76628086	ENSMUSG00000115987	Vps28	3	0	0	3
15	76693716	76700186	ENSMUSG00000022546	Gpt	3	0	0	3
15	76909871	76927448	ENSMUSG00000054967	Zfp647	3	0	0	3
15	77583319	77598125	ENSMUSG00000050014	Apol10b	3	0	0	3
15	77747298	77759003	ENSMUSG00000056656	Apol8	3	0	0	3
15	78404416	78414513	ENSMUSG00000071711	Mpst	3	0	0	3
15	78426564	78439803	ENSMUSG00000033287	Kctd17	3	0	0	3
15	78558667	78574783	ENSMUSG00000033220	Rac2	3	0	0	3
15	79154408	79167240	ENSMUSG00000033006	Sox10	3	0	0	3
15	79227173	79249984	ENSMUSG00000068206	Pick1	3	0	0	3
15	79514411	79528239	ENSMUSG00000010830	Kdelr3	3	0	0	3
15	79657199	79668160	ENSMUSG00000022428	Cby1	3	0	0	3
15	79723570	79744536	ENSMUSG00000042524	Sun2	3	0	0	3
15	79760953	79779849	ENSMUSG00000022420	Dnal4	3	0	0	3
15	80451740	80567156	ENSMUSG00000050439	Enthd1	3	0	0	3
15	81242157	81314866	ENSMUSG00000115970	AC102334.1	3	0	0	3
15	81847772	81860796	ENSMUSG00000048546	Tob2	3	0	0	3
15	81887728	81928240	ENSMUSG00000022476	Polr3h	3	0	0	3
15	82067996	82127314	ENSMUSG00000068117	Mei1	3	0	0	3
15	84179914	84196381	ENSMUSG00000116227	AL626769.3	3	0	0	3
15	85877312	85897894	ENSMUSG00000022386	Trmu	3	0	0	3
15	87542299	87759864	ENSMUSG00000054863	Fam19a5	3	0	0	3
15	89087084	89100840	ENSMUSG00000035757	Selenoo	3	0	0	3
15	89350504	89357659	ENSMUSG00000022614	Lmf2	3	0	0	3
15	89353719	89373326	ENSMUSG00000008690	Ncaph2	3	0	0	3
15	89471976	89479425	ENSMUSG00000022620	Arsa	3	0	0	3
15	93239242	93277179	ENSMUSG00000036197	Gxylt1	3	0	0	3
15	96134319	96286495	ENSMUSG00000097536	2610037D02Rik	3	0	0	3
15	97853925	97912630	ENSMUSG00000022479	Vdr	3	0	0	3
15	98517158	98536264	ENSMUSG00000022992	Kansl2	3	0	0	3
15	98628840	98645029	ENSMUSG00000003352	Cacnb3	3	0	0	3
15	98877278	98896540	ENSMUSG00000023755	Rhebl1	3	0	0	3
15	99083586	99089817	ENSMUSG00000001076	C1ql4	3	0	0	3
15	99242317	99253961	ENSMUSG00000037570	Mcrs1	3	0	0	3
15	99457434	99467328	ENSMUSG00000116249	AC117831.2	3	0	0	3
15	99700129	99714491	ENSMUSG00000023018	Smarcd1	3	0	0	3
15	99715043	99726474	ENSMUSG00000089671	Gm16537	3	0	0	3
15	100497512	100554008	ENSMUSG00000009733	Tfcp2	3	0	0	3
15	101282272	101291445	ENSMUSG00000037204	Atg101	3	0	0	3
15	101291212	101297926	ENSMUSG00000075408	6030408B16Rik	3	0	0	3
15	101928832	101942324	ENSMUSG00000061397	Krt79	3	0	0	3
15	102142362	102150011	ENSMUSG00000023046	Igfbp6	3	0	0	3
15	102443367	102455133	ENSMUSG00000023047	Amhr2	3	0	0	3
15	103122570	103148828	ENSMUSG00000097003	D930007P13Rik	3	0	0	3
15	103313395	103342093	ENSMUSG00000000552	Zfp385a	3	0	0	3
16	4962289	4979462	ENSMUSG00000022543	4930451G09Rik	3	0	0	3
16	5048057	5086789	ENSMUSG00000039473	Ubn1	3	0	0	3
16	5194789	5206012	ENSMUSG00000023143	Nagpa	3	0	0	3
16	10409948	10424928	ENSMUSG00000022503	Nubp1	3	0	0	3
16	10478059	10528918	ENSMUSG00000022504	Ciita	3	0	0	3
16	10502031	10545054	ENSMUSG00000038055	Dexi	3	0	0	3
16	11058945	11075485	ENSMUSG00000037972	Snn	3	0	0	3
16	13353874	13470755	ENSMUSG00000087526	Gm15738	3	0	0	3
16	14359558	14476237	ENSMUSG00000023088	Abcc1	3	0	0	3
16	16868736	16893490	ENSMUSG00000022779	Top3b	3	0	0	3
16	17067696	17087545	ENSMUSG00000022773	Ypel1	3	0	0	3
16	17138564	17149229	ENSMUSG00000022768	Ccdc116	3	0	0	3
16	17151513	17204649	ENSMUSG00000038965	Ube2l3	3	0	0	3
16	17487611	17507985	ENSMUSG00000022763	Aifm3	3	0	0	3
16	17644470	17651238	ENSMUSG00000041617	Ccdc74a	3	0	0	3
16	17650708	17734891	ENSMUSG00000012114	Med15	3	0	0	3
16	17757618	17793882	ENSMUSG00000022750	Klhl22	3	0	0	3
16	17831121	17835508	ENSMUSG00000116652	AC078895.1	3	0	0	3
16	17900209	17913348	ENSMUSG00000003527	Dgcr14	3	0	0	3
16	18220253	18237136	ENSMUSG00000060166	Zdhhc8	3	0	0	3
16	18779947	18813987	ENSMUSG00000000028	Cdc45	3	0	0	3
16	20533478	20545409	ENSMUSG00000022841	Ap2m1	3	0	0	3
16	20587471	20605877	ENSMUSG00000046613	Vwa5b2	3	0	0	3
16	20702464	20719746	ENSMUSG00000022843	Clcn2	3	0	0	3
16	22380809	22441719	ENSMUSG00000013089	Etv5	3	0	0	3
16	28825676	28931673	ENSMUSG00000051065	Mb21d2	3	0	0	3
16	30255878	30269499	ENSMUSG00000023176	Cpn2	3	0	0	3
16	31251037	31277277	ENSMUSG00000047714	Ppp1r2	3	0	0	3
16	32428921	32475570	ENSMUSG00000005615	Pcyt1a	3	0	0	3
16	32985354	33110601	ENSMUSG00000078489	Gm17106	3	0	0	3
16	35966252	35985230	ENSMUSG00000086324	Gm15564	3	0	0	3
16	42873881	43643102	ENSMUSG00000022708	Zbtb20	3	0	0	3
16	87432907	87442573	ENSMUSG00000041079	Rwdd2b	3	0	0	3
16	90923532	90928610	ENSMUSG00000116836	AC134560.3	3	0	0	3
16	90925309	90937114	ENSMUSG00000022972	1110004E09Rik	3	0	0	3
16	91221600	91224926	ENSMUSG00000116882	AC034116.4	3	0	0	3
16	91370783	91406089	ENSMUSG00000022971	Ifnar2	3	0	0	3
16	91434793	91466803	ENSMUSG00000116987	AC150035.3	3	0	0	3
16	91574003	91599800	ENSMUSG00000022964	Tmem50b	3	0	0	3
16	97790967	97853850	ENSMUSG00000014039	Prdm15	3	0	0	3
17	6613253	6641790	ENSMUSG00000093880	Tmem181c-ps	3	0	0	3
17	6968634	7011799	ENSMUSG00000094724	Rnaset2b	3	0	0	3
17	12116704	12220145	ENSMUSG00000023827	Agpat4	3	0	0	3
17	12648374	12677838	ENSMUSG00000023829	Slc22a1	3	0	0	3
17	12739311	12860622	ENSMUSG00000078247	Airn	3	0	0	3
17	13108117	13133791	ENSMUSG00000067049	Unc93a	3	0	0	3
17	23628958	23647269	ENSMUSG00000023903	Mmp25	3	0	0	3
17	23741234	23754565	ENSMUSG00000097006	9530082P21Rik	3	0	0	3
17	24073180	24152924	ENSMUSG00000024122	Pdpk1	3	0	0	3
17	24424683	24439816	ENSMUSG00000024132	Eci1	3	0	0	3
17	24638782	24652305	ENSMUSG00000002504	Slc9a3r2	3	0	0	3
17	24876770	24882508	ENSMUSG00000046070	Igfals	3	0	0	3
17	25099070	25117967	ENSMUSG00000024170	Telo2	3	0	0	3
17	25160461	25172413	ENSMUSG00000059562	Ccdc154	3	0	0	3
17	25261416	25276622	ENSMUSG00000015120	Ube2i	3	0	0	3
17	25734040	25748830	ENSMUSG00000041062	Mslnl	3	0	0	3
17	26136688	26196311	ENSMUSG00000024182	Axin1	3	0	0	3
17	27122163	27135916	ENSMUSG00000024208	Uqcc2	3	0	0	3
17	28547489	28553118	ENSMUSG00000024224	Clpsl2	3	0	0	3
17	28587148	28624521	ENSMUSG00000004865	Srpk1	3	0	0	3
17	28970385	29009945	ENSMUSG00000024006	Stk38	3	0	0	3
17	29316877	29329913	ENSMUSG00000024011	Pi16	3	0	0	3
17	33927543	33938187	ENSMUSG00000041354	Rgl2	3	0	0	3
17	34037437	34067185	ENSMUSG00000024330	Col11a2	3	0	0	3
17	35014579	35027241	ENSMUSG00000007030	Vwa7	3	0	0	3
17	35025459	35030016	ENSMUSG00000036185	Sapcd1	3	0	0	3
17	35028105	35048745	ENSMUSG00000007035	Msh5	3	0	0	3
17	35148576	35166897	ENSMUSG00000024393	Prrc2a	3	0	0	3
17	35198881	35204007	ENSMUSG00000024401	Tnf	3	0	0	3
17	35219675	35237792	ENSMUSG00000042419	Nfkbil1	3	0	0	3
17	35239746	35254207	ENSMUSG00000019432	Ddx39b	3	0	0	3
17	35599549	35651071	ENSMUSG00000090509	Sfta2	3	0	0	3
17	35956319	35971761	ENSMUSG00000038762	Abcf1	3	0	0	3
17	35972041	35982236	ENSMUSG00000038500	Prr3	3	0	0	3
17	43799351	44040016	ENSMUSG00000039601	Rcan2	3	0	0	3
17	46243420	46250054	ENSMUSG00000067148	Polr1c	3	0	0	3
