Chromosome	 Peak Start	 Peak End	 Chromosome	 Gene Start	 Gene End	 Gene ID	 Gene Name	 Distance-of-Gene-to-Nearest-Peak

1	180399000	180400399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180463200	180464399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180470400	180472199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180491600	180494599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180503000	180504999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180520200	180520799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180557600	180558599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180566200	180568399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180573000	180573799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180580800	180581999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180590000	180593399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180643800	180646799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180691800	180693599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180701800	180706399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180718800	180719999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180721200	180721799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180732600	180733599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180738800	180739599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180755800	180756999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180788800	180793799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180800800	180810799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180843600	180844799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180850800	180851399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180852200	180852999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180854400	180855199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180856200	180856799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180859400	180859999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180882000	180882799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180883600	180884399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180896200	180898599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180899400	180900399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180902400	180902999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180904200	180904999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180908400	180909199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180911200	180913199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180913800	180914599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180925800	180928799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180933000	180933999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180941400	180941999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180952600	180955999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	180971000	180974599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181014000	181015199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181029600	181030399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181036400	181040999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181068800	181069599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181071400	181079999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181166400	181173199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181176000	181178599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181188000	181188599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181189200	181189999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181197000	181199999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181210400	181211399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181221200	181221599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181226000	181229599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181244400	181244999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181259600	181260399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181286400	181287199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181294000	181295399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181322200	181323399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181331600	181333199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181489800	181492799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181493400	181500199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181631800	181633999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181648000	181650199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181665000	181665399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181684800	181685399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181750400	181752599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181838200	181839799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181899200	181901199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181923400	181930799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181933200	181947399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181948000	181950799	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181951800	181957999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181972800	181974599	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181986000	181988999	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	181994200	181995199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	182008000	182013399	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	182035400	182038199	1	182085399	182143870	ENSRNOG00000039241	Ythdc2	0

1	182211400	182212599	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182232800	182234799	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182452600	182455999	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182480000	182480799	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182571400	182572599	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182623200	182625199	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182700000	182700599	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182719800	182721399	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182774800	182776599	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	182818800	182820799	1	182839283	182843808	ENSRNOG00000048649	Ssty1	0

1	183046000	183047999	1	183120091	183123997	ENSRNOG00000041637	AABR07005447.1	0

1	183115600	183117599	1	183120091	183123997	ENSRNOG00000041637	AABR07005447.1	0

1	183203800	183204999	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183329600	183330399	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183334200	183334999	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183362000	183364599	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183368400	183374199	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183378400	183378799	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183381400	183381799	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183545400	183546599	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183577200	183577999	1	183628950	183633995	ENSRNOG00000025122	AABR07005506.1	0

1	183635800	183637799	1	183694981	183732869	ENSRNOG00000057623	Copb1	0

1	183765000	183766199	1	183762982	183766964	ENSRNOG00000032130	LOC691427	0

1	183825400	183825799	1	183883515	183895754	ENSRNOG00000061369	AABR07005508.1	0

1	183935800	183937399	1	183889541	184078571	ENSRNOG00000011417	Pde3b	0

1	184252400	184255399	1	184268290	184276975	ENSRNOG00000011074	Calcb	0

1	184265400	184276399	1	184268290	184276975	ENSRNOG00000011074	Calcb	0

1	184355200	184357399	1	184295950	184407980	ENSRNOG00000024712	Insc	0

1	184371200	184378599	1	184295950	184407980	ENSRNOG00000024712	Insc	0

1	184383600	184387399	1	184295950	184407980	ENSRNOG00000024712	Insc	0

1	184405200	184406999	1	184295950	184407980	ENSRNOG00000024712	Insc	0

1	184441000	184446199	1	184492187	184496269	ENSRNOG00000058640	7SK	0

1	184506600	184512799	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	184643400	184645599	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	184812800	184821999	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	184884000	184886599	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	185000400	185002599	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	185068400	185069599	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	185074000	185075999	1	185104156	185146572	ENSRNOG00000020456	Nucb2	0

1	185168200	185171999	1	185168247	185173351	ENSRNOG00000020477	AABR07005533.1	0

1	185346600	185348599	1	185352666	185359927	ENSRNOG00000051825	AABR07005535.1	0

1	185353200	185358399	1	185352666	185359927	ENSRNOG00000051825	AABR07005535.1	0

1	185368600	185371599	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185375000	185375799	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185435000	185440399	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185473800	185480599	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185482200	185487799	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185500400	185507999	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185515200	185517199	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185532600	185533799	1	185353675	185539194	ENSRNOG00000024602	Plekha7	0

1	185595000	185597599	1	185575448	185627875	ENSRNOG00000051795	AC128610.1	0

1	185633000	185636799	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185638200	185639399	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185655400	185662399	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185712600	185714999	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185715800	185717799	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185722000	185735999	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185753600	185754599	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185787400	185792199	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185955000	185960399	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185967400	185973799	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	185979600	185980199	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	186105200	186107799	1	185669877	186183329	ENSRNOG00000020514	Sox6	0

1	186193800	186198599	1	186265177	186269083	ENSRNOG00000053985	U6	0

1	186266600	186269399	1	186265177	186269083	ENSRNOG00000053985	U6	0

1	186316600	186316999	1	186497170	186501101	ENSRNOG00000059173	SNORA17	0

1	186402800	186405799	1	186497170	186501101	ENSRNOG00000059173	SNORA17	0

1	186487200	186488999	1	186497170	186501101	ENSRNOG00000059173	SNORA17	0

1	186496200	186498199	1	186497170	186501101	ENSRNOG00000059173	SNORA17	0

1	186588000	186589199	1	186639925	186644693	ENSRNOG00000030807	LOC100912427	0

1	186782000	186783599	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	186840000	186841199	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	186843400	186844599	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	186911200	186914199	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	187069400	187071399	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	187102200	187105599	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	187133400	187134399	1	187146153	187262132	ENSRNOG00000056658	Xylt1	0

1	187349400	187352999	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187382400	187384199	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187417600	187419399	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187457800	187460399	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187471400	187475199	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187483800	187485799	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187590800	187593199	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187623600	187625599	1	187631059	187635856	ENSRNOG00000062034	Rn60_1_1877.2	0

1	187668000	187668799	1	187676443	187680912	ENSRNOG00000061992	Rn60_1_1877.1	0

1	187745000	187746399	1	187758980	187770009	ENSRNOG00000018320	Rps15a	0

1	187893200	187902199	1	187970257	187975553	ENSRNOG00000057326	AABR07005569.1	0

1	187935400	187936999	1	187970257	187975553	ENSRNOG00000057326	AABR07005569.1	0

1	187980600	187981599	1	188033995	188104866	ENSRNOG00000017136	Syt17	0

1	188049800	188054199	1	188033995	188104866	ENSRNOG00000017136	Syt17	0

1	188067000	188071199	1	188033995	188104866	ENSRNOG00000017136	Syt17	0

1	188091600	188115599	1	188033995	188104866	ENSRNOG00000017136	Syt17	0

1	188141000	188157199	1	188140613	188146021	ENSRNOG00000036762	Itpripl2	0

1	188185200	188187399	1	188174374	188194160	ENSRNOG00000017012	Coq7	0

1	188330400	188331199	1	188275169	188337808	ENSRNOG00000036760	Tmc5	0

1	188712000	188713799	1	188688243	188716580	ENSRNOG00000016013	Gprc5b	0

1	188715600	188716999	1	188688243	188716580	ENSRNOG00000016013	Gprc5b	0

1	188727400	188734199	1	188853871	188898523	ENSRNOG00000023863	Gpr139	0

1	188940200	188944599	1	189008519	189017840	ENSRNOG00000057396	AABR07005581.1	0

1	189064800	189070999	1	189165899	189185606	ENSRNOG00000015716	Gp2	0

1	189169000	189171399	1	189165899	189185606	ENSRNOG00000015716	Gp2	0

1	189192600	189193599	1	189185526	189202676	ENSRNOG00000015557	Umod	0

1	189196800	189198999	1	189185526	189202676	ENSRNOG00000015557	Umod	0

1	189298600	189305399	1	189286657	189395776	ENSRNOG00000042084	Acsm2a	0

1	189308200	189310799	1	189286657	189395776	ENSRNOG00000042084	Acsm2a	0

1	189322200	189324599	1	189286657	189395776	ENSRNOG00000042084	Acsm2a	0

1	189408800	189409599	1	189429304	189457548	ENSRNOG00000014726	Acsm4	0

1	189488200	189493199	1	189511253	189541724	ENSRNOG00000032246	Acsm3	0

1	189845600	189848199	1	189836784	189868244	ENSRNOG00000050426	Dnah3	0

1	189858400	189859999	1	189836784	189868244	ENSRNOG00000050426	Dnah3	0

1	189862000	189863199	1	189836784	189868244	ENSRNOG00000050426	Dnah3	0

1	189901200	189903599	1	189899392	189914950	ENSRNOG00000057989	Zp2	0

1	189955400	189956599	1	189944395	189963373	ENSRNOG00000061215	Crym	0

1	189957200	189961199	1	189944395	189963373	ENSRNOG00000061215	Crym	0

1	189965800	189967399	1	189966036	190069448	ENSRNOG00000043296	Abca14	0

1	190010600	190011999	1	189966036	190069448	ENSRNOG00000043296	Abca14	0

1	190121200	190122599	1	190069120	190179313	ENSRNOG00000027505	Abca15	0

1	190122200	190124999	1	190069120	190179313	ENSRNOG00000027505	Abca15	0

1	190159000	190160999	1	190069120	190179313	ENSRNOG00000027505	Abca15	0

1	190199200	190199999	1	190197024	190359567	ENSRNOG00000015783	Abca16	0

1	190224000	190224399	1	190197024	190359567	ENSRNOG00000015783	Abca16	0

1	190256400	190256999	1	190197024	190359567	ENSRNOG00000015783	Abca16	0

1	190300200	190304999	1	190197024	190359567	ENSRNOG00000015783	Abca16	0

1	190365400	190365799	1	190368384	190373799	ENSRNOG00000061844	AABR07005618.1	0

1	190376000	190377799	1	190459027	190481247	ENSRNOG00000036743	LOC691519	0

1	190452000	190452799	1	190459027	190481247	ENSRNOG00000036743	LOC691519	0

1	190564000	190564999	1	190551877	190586234	ENSRNOG00000036742	Uqcrc2	0

1	190688200	190689199	1	190677794	190742944	ENSRNOG00000025110	Vwa3a	0

1	190735000	190736799	1	190677794	190742944	ENSRNOG00000025110	Vwa3a	0

1	191015200	191018599	1	191026561	191097790	ENSRNOG00000017487	Otoa	0

1	191018200	191019799	1	191026561	191097790	ENSRNOG00000017487	Otoa	0

1	191057400	191070399	1	191026561	191097790	ENSRNOG00000017487	Otoa	0

1	191086000	191102799	1	191026561	191097790	ENSRNOG00000017487	Otoa	0

1	191115200	191118799	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191257000	191262999	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191447400	191451399	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191452000	191459799	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191462200	191462799	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191469400	191471199	1	191341679	191474642	ENSRNOG00000017659	Hs3st2	0

1	191501400	191503399	1	191614646	191680215	ENSRNOG00000025793	Usp31	0

1	191530000	191530799	1	191614646	191680215	ENSRNOG00000025793	Usp31	0

1	191536600	191540999	1	191614646	191680215	ENSRNOG00000025793	Usp31	0

1	191581000	191582199	1	191614646	191680215	ENSRNOG00000025793	Usp31	0

1	191719000	191720999	1	191701011	191738768	ENSRNOG00000017842	Scnn1g	0

1	191724200	191741799	1	191701011	191738768	ENSRNOG00000017842	Scnn1g	0

1	191787400	191792999	1	191826255	191884798	ENSRNOG00000030981	Scnn1b	0

1	191819400	191838999	1	191826255	191884798	ENSRNOG00000030981	Scnn1b	0

1	191875400	191881199	1	191826255	191884798	ENSRNOG00000030981	Scnn1b	0

1	192129200	192130999	1	192125523	192146154	ENSRNOG00000018974	Ern2	0

1	192168600	192172999	1	192166541	192173753	ENSRNOG00000019112	Chp2	0

1	192206000	192207799	1	192230610	192575331	ENSRNOG00000012061	Prkcb	0

1	192302600	192304199	1	192230610	192575331	ENSRNOG00000012061	Prkcb	0

1	192600600	192603999	1	192610072	192709578	ENSRNOG00000012362	Cacng3	0

1	192611800	192614199	1	192610072	192709578	ENSRNOG00000012362	Cacng3	0

1	192699600	192702999	1	192610072	192709578	ENSRNOG00000012362	Cacng3	0

1	192705600	192707599	1	192610072	192709578	ENSRNOG00000012362	Cacng3	0

1	192976000	192977599	1	193015203	193019109	ENSRNOG00000055112	U6	0

1	193381200	193382199	1	193332345	193392138	ENSRNOG00000014565	Lcmt1	0

1	193421600	193422599	1	193421512	193431176	ENSRNOG00000014652	Aqp8	0

1	193464400	193466399	1	193533837	193538446	ENSRNOG00000024217	AABR07005667.1	0

1	193470400	193474599	1	193533837	193538446	ENSRNOG00000024217	AABR07005667.1	0

1	193540400	193541599	1	193699802	193703973	ENSRNOG00000048424	Paip2l1	0

1	193635200	193637399	1	193699802	193703973	ENSRNOG00000048424	Paip2l1	0

1	193767600	193769199	1	193841238	193845447	ENSRNOG00000042147	AC123018.1	0

1	193780400	193782399	1	193841238	193845447	ENSRNOG00000042147	AC123018.1	0

1	193948200	193949999	1	194086271	194090205	ENSRNOG00000060965	SNORA17	0

1	193957400	193960199	1	194086271	194090205	ENSRNOG00000060965	SNORA17	0

1	193985400	193987599	1	194086271	194090205	ENSRNOG00000060965	SNORA17	0

1	194098800	194099199	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194102800	194103999	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194329000	194329599	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194402000	194403799	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194412200	194412999	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194552600	194553199	1	194724475	194728408	ENSRNOG00000053245	SNORA30	0

1	194915800	194918399	1	194914208	194918100	ENSRNOG00000059154	SNORD116	0

1	194995200	194996399	1	195008420	195012309	ENSRNOG00000054771	SNORD116	0

1	195249800	195250599	1	195439812	195444553	ENSRNOG00000016331	RGD1561206	0

1	195676400	195676999	1	195863891	195870447	ENSRNOG00000057137	AABR07005752.1	0

1	195680000	195681599	1	195863891	195870447	ENSRNOG00000057137	AABR07005752.1	0

1	195850400	195851399	1	195863891	195870447	ENSRNOG00000057137	AABR07005752.1	0

1	195860800	195862399	1	195863891	195870447	ENSRNOG00000057137	AABR07005752.1	0

1	196307600	196309799	1	196398525	196418561	ENSRNOG00000057349	AABR07005758.1	0

1	196331200	196333799	1	196398525	196418561	ENSRNOG00000057349	AABR07005758.1	0

1	196338600	196340199	1	196398525	196418561	ENSRNOG00000057349	AABR07005758.1	0

1	196394600	196398599	1	196398525	196418561	ENSRNOG00000057349	AABR07005758.1	0

1	196439400	196440999	1	196471008	196474948	ENSRNOG00000060297	AABR07005758.2	0

1	196451800	196452799	1	196471008	196474948	ENSRNOG00000060297	AABR07005758.2	0

1	196563800	196566199	1	196649044	196652968	ENSRNOG00000060036	U1	0

1	196590800	196592599	1	196649044	196652968	ENSRNOG00000060036	U1	0

1	196604400	196604799	1	196649044	196652968	ENSRNOG00000060036	U1	0

1	196606600	196610799	1	196649044	196652968	ENSRNOG00000060036	U1	0

1	196692400	196693799	1	196734327	196740527	ENSRNOG00000042706	LOC100271845	0

1	196780800	196782199	1	196836021	196854680	ENSRNOG00000015180	Kdm8	0

1	196811400	196813799	1	196836021	196854680	ENSRNOG00000015180	Kdm8	0

1	196832400	196835199	1	196836021	196854680	ENSRNOG00000015180	Kdm8	0

1	196904600	196906199	1	196939064	196967720	ENSRNOG00000015441	Il4r	0

1	196940000	196945199	1	196939064	196967720	ENSRNOG00000015441	Il4r	0

1	196963400	196966199	1	196939064	196967720	ENSRNOG00000015441	Il4r	0

1	196967600	196969399	1	196939064	196967720	ENSRNOG00000015441	Il4r	0

1	196994800	197007599	1	196993281	197024666	ENSRNOG00000015773	Il21r	0

1	197010200	197012399	1	196993281	197024666	ENSRNOG00000015773	Il21r	0

1	197013600	197024799	1	196993281	197024666	ENSRNOG00000015773	Il21r	0

1	197305200	197308599	1	197500014	197593577	ENSRNOG00000016722	Xpo6	0

1	197456200	197457799	1	197500014	197593577	ENSRNOG00000016722	Xpo6	0

1	197480400	197485999	1	197500014	197593577	ENSRNOG00000016722	Xpo6	0

1	197492600	197496599	1	197500014	197593577	ENSRNOG00000016722	Xpo6	0

1	197598400	197599799	1	197655887	197681506	ENSRNOG00000057696	LOC103690016	0

1	197615000	197616999	1	197655887	197681506	ENSRNOG00000057696	LOC103690016	0

1	197631200	197641599	1	197655887	197681506	ENSRNOG00000057696	LOC103690016	0

1	197654600	197656999	1	197655887	197681506	ENSRNOG00000057696	LOC103690016	0

1	197803600	197807999	1	197785468	197804934	ENSRNOG00000057384	Nfatc2ip	0

1	197815000	197822199	1	197814913	197825236	ENSRNOG00000018311	Cd19	0

1	197826000	197827799	1	197836130	197856812	ENSRNOG00000018462	Rabep2	0

1	197865800	197870599	1	197878340	197890059	ENSRNOG00000049181	Sh2b1	0

1	197871800	197877399	1	197878340	197890059	ENSRNOG00000049181	Sh2b1	0

1	197999400	198003999	1	197985885	198000964	ENSRNOG00000019103	Cln3	0

1	198157600	198159399	1	198161929	198171748	ENSRNOG00000056571	AABR07005779.5	0

1	198257600	198259999	1	198256196	198266339	ENSRNOG00000019914	Fam57b	0

1	198283000	198286599	1	198281173	198288613	ENSRNOG00000019920	Doc2a	0

1	198348800	198350399	1	198324357	198357766	ENSRNOG00000020000	Tmem219	0

1	198355200	198355599	1	198324357	198357766	ENSRNOG00000020000	Tmem219	0

1	198541600	198545799	1	198543762	198562868	ENSRNOG00000016980	Qprt	0

1	198573800	198577999	1	198572499	198580526	ENSRNOG00000036711	Spn	0

1	198611000	198614599	1	198634947	198642244	ENSRNOG00000017201	Cd2bp2	0

1	198743800	198746399	1	198740750	198782250	ENSRNOG00000017980	Itgal	0

1	198747000	198751999	1	198740750	198782250	ENSRNOG00000017980	Itgal	0

1	198770200	198777999	1	198740750	198782250	ENSRNOG00000017980	Itgal	0

1	198819200	198820399	1	198829222	198834991	ENSRNOG00000046480	Zfp764	0

1	199093600	199099199	1	199154796	199162425	ENSRNOG00000018916	Bcl7c	0

1	199099800	199100999	1	199154796	199162425	ENSRNOG00000018916	Bcl7c	0

1	199176200	199183799	1	199168522	199180665	ENSRNOG00000030907	Ctf2	0

1	199448600	199458399	1	199446673	199458395	ENSRNOG00000022099	Trim72	0

1	199466600	199469999	1	199491998	199624460	ENSRNOG00000019728	Itgam	0

1	199546000	199550199	1	199491998	199624460	ENSRNOG00000019728	Itgam	0

1	199599800	199603799	1	199491998	199624460	ENSRNOG00000019728	Itgam	0

1	199617200	199625999	1	199491998	199624460	ENSRNOG00000019728	Itgam	0

1	199756200	199758399	1	199781578	199826686	ENSRNOG00000042592	Rgs10	0

1	199808000	199809999	1	199781578	199826686	ENSRNOG00000042592	Rgs10	0

1	199822000	199827999	1	199781578	199826686	ENSRNOG00000042592	Rgs10	0

1	199888400	199893599	1	199937861	199965691	ENSRNOG00000020298	Bag3	0

1	199915200	199915599	1	199937861	199965691	ENSRNOG00000020298	Bag3	0

1	199940000	199941999	1	199937861	199965691	ENSRNOG00000020298	Bag3	0

1	200238800	200241999	1	200361071	200373626	ENSRNOG00000060009	AABR07005794.1	0

1	200299200	200299999	1	200361071	200373626	ENSRNOG00000060009	AABR07005794.1	0

1	200407400	200408599	1	200427119	200431059	ENSRNOG00000056252	SNORA48	0

1	200449600	200454999	1	200547440	200551617	ENSRNOG00000057653	AABR07005806.1	0

1	200546600	200549799	1	200547440	200551617	ENSRNOG00000057653	AABR07005806.1	0

1	200567200	200573999	1	200590453	200700228	ENSRNOG00000016374	Fgfr2	0

1	200657400	200660199	1	200590453	200700228	ENSRNOG00000016374	Fgfr2	0

1	200688600	200690399	1	200590453	200700228	ENSRNOG00000016374	Fgfr2	0

1	200721400	200725999	1	200767037	200785459	ENSRNOG00000052932	AABR07005808.1	0

1	200728400	200729599	1	200767037	200785459	ENSRNOG00000052932	AABR07005808.1	0

1	201176000	201177599	1	201052344	201330122	ENSRNOG00000020457	Tacc2	0

1	201203200	201214799	1	201052344	201330122	ENSRNOG00000020457	Tacc2	0

1	201225000	201229999	1	201052344	201330122	ENSRNOG00000020457	Tacc2	0

1	201273000	201274599	1	201052344	201330122	ENSRNOG00000020457	Tacc2	0

